chromosome	start_minus_20kb	end_plus_20kb	gene_name	bp_covered_v4.1	percent_covered_v4.1	bp_covered_r253	percent_covered_r253
chr12	22605075	22710665	ETNK1	104074	0.98564258	105590	1
chr12	23509504	24582544	SOX5	1031593	0.961374226	1073040	1
chr12	24790024	24969101	BCAT1	171682	0.958704915	179077	1
chr12	25185246	25270936	KRAS	83842	0.97843389	85690	1
chr12	26101991	26319290	SSPN	207231	0.953667527	217299	1
chr12	27223968	27345959	STK38L	116453	0.954603208	121991	1
chr12	27503431	27715564	PPFIBP1	207318	0.977301976	212133	1
chr12	27938084	27992733	PTHLH	52317	0.957327673	54649	1
chr12	31053860	31124799	DDX11	58518	0.824905905	70939	1
chr12	32379529	32666050	FGD4	275588	0.961842238	286521	1
chr12	32659200	32765650	DNM1L	101627	0.954692344	106450	1
chr12	32707490	32775897	YARS2	65394	0.9559548	68407	1
chr12	32770745	32916840	PKP2	140509	0.961764605	146095	1
chr12	34002468	34049694	ALG10	45914	0.972218693	47226	1
chr12	38296762	38349721	ALG10B	49848	0.941256444	52959	1
chr12	39273228	39463390	KIF21A	187100	0.98389794	190162	1
chr12	40176744	40389285	LRRK2	204479	0.962068495	212541	1
chr12	40672439	41092415	CNTN1	408475	0.972615102	419976	1
chr12	42436757	42610355	PRICKLE1	169029	0.973680572	173598	1
chr12	43738944	43809543	IRAK4	69577	0.985523874	70599	1
chr12	45195987	45460404	ANO6	260630	0.985677925	264417	1
chr12	45709706	45928040	ARID2	215857	0.988654996	218334	1
chr12	47821537	47963048	VDR	137528	0.971853778	141511	1
chr12	47952967	48024554	COL2A1	69458	0.970259963	71587	1
chr12	48085139	48166404	PFKM	80262	0.987657663	81265	1
chr12	48746194	48809037	ADCY6	59471	0.946342473	62843	1
chr12	48945340	48991735	WNT10B	44986	0.969630348	46395	1
chr12	48958322	49002620	WNT1	42254	0.953857962	44298	1
chr12	48998975	49079774	KMT2D	75806	0.938204681	80799	1
chr12	49066656	49114801	DHH	42655	0.885969467	48145	1
chr12	49164795	49209080	TUBA1A	42643	0.962921983	44285	1
chr12	49273252	49318686	PRPH	40232	0.885504248	45434	1
chr12	49303236	49351731	TROAP	43446	0.895886174	48495	1
chr12	49519030	49578337	KCNH3	57725	0.97332524	59307	1
chr12	49548218	49664666	PRPF40B	112754	0.968277686	116448	1
chr12	49930741	49978881	AQP2	47585	0.988471126	48140	1
chr12	49941872	49985682	AQP5	43668	0.996758731	43810	1
chr12	50065200	50120707	SMARCD1	53182	0.958113391	55507	1
chr12	50083982	50131313	GPD1	44735	0.945152226	47331	1
chr12	50092082	50140457	COX14	45510	0.940775194	48375	1
chr12	50484985	50768657	DIP2B	272165	0.959435545	283672	1
chr12	50743710	50841162	ATF1	93958	0.964146452	97452	1
chr12	50959401	51048566	SLC11A2	84885	0.951999103	89165	1
chr12	51331247	51412867	GALNT6	79453	0.973450135	81620	1
chr12	51570266	51832864	SCN8A	257104	0.979078287	262598	1
chr12	51886908	51943361	ACVRL1	54948	0.973340655	56453	1
chr12	52002832	52079507	NR4A1	75670	0.986892729	76675	1
chr12	52229300	52329163	KRT86	97745	0.978790944	99863	1
chr12	52265913	52311534	KRT81	44430	0.973893602	45621	1
chr12	52340006	52387481	KRT85	47370	0.99778831	47475	1
chr12	52426651	52472146	KRT6B	45235	0.994285086	45495	1
chr12	52448516	52493805	KRT6C	44583	0.984411226	45289	1
chr12	52467176	52513257	KRT6A	45075	0.978168877	46081	1
chr12	52494575	52540530	KRT5	45634	0.993014906	45955	1
chr12	52523909	52573145	KRT71	49018	0.995572345	49236	1
chr12	52545782	52593843	KRT74	47689	0.992259836	48061	1
chr12	52624558	52672211	KRT2	46924	0.984701908	47653	1
chr12	52654736	52700407	KRT1	42441	0.929276784	45671	1
chr12	52769685	52816117	KRT3	46035	0.991449862	46432	1
chr12	52877187	52969954	KRT8	86489	0.932325072	92767	1
chr12	52928871	52972906	KRT18	41009	0.931281935	44035	1
chr12	53287456	53344864	AAAS	55607	0.968628066	57408	1
chr12	53306575	53365315	SP7	56271	0.957967314	58740	1
chr12	53403855	53451672	AMHR2	45505	0.951648995	47817	1
chr12	53918831	53966544	HOXC13	46780	0.980445581	47713	1
chr12	53953126	53997643	HOXC11	43533	0.977896085	44517	1
chr12	53971738	54011847	MIR196A2	38869	0.969084245	40109	1
chr12	54101277	54209008	SMUG1	104483	0.969850832	107731	1
chr12	54555387	54608659	PPP1R1A	52311	0.981960505	53272	1
chr12	55664568	55736043	ITGA7	69306	0.969653725	71475	1
chr12	55700367	55744705	RDH5	43212	0.974604177	44338	1
chr12	55934105	55993317	PMEL	58080	0.980882254	59212	1
chr12	55977180	56026641	SUOX	48023	0.970926589	49461	1
chr12	56021351	56064697	RPS26	40188	0.927144373	43346	1
chr12	56056799	56123505	ERBB3	61786	0.926243516	66706	1
chr12	56429502	56489166	MIP	57133	0.95757911	59664	1
chr12	56692428	56751628	NACA	51463	0.869307432	59200	1
chr12	56990000	57048883	TAC3	58385	0.99154255	58883	1
chr12	57069043	57115476	NAB2	44399	0.956194948	46433	1
chr12	57075408	57152139	STAT6	74248	0.967640198	76731	1
chr12	57108483	57233361	LRP1	122588	0.981662102	124878	1
chr12	57439785	57492268	GLI1	50094	0.954480498	52483	1
chr12	57452264	57508814	ARHGAP9	51355	0.908134394	56550	1
chr12	57496588	57541737	DDIT3	42276	0.936366254	45149	1
chr12	57530044	57606633	KIF5A	73506	0.959746178	76589	1
chr12	57599527	57646151	SLC26A10	45493	0.975742107	46624	1
chr12	57603409	57653239	B4GALNT1	48749	0.978306241	49830	1
chr12	57727727	57776013	CDK4	47696	0.987781137	48286	1
chr12	57742334	57788986	CYP27B1	45761	0.98090114	46652	1
chr12	57762761	57828071	TSFM	63838	0.977461338	65310	1
chr12	58852149	58940522	LRIG3	87840	0.993968746	88373	1
chr12	62240338	62437431	USP15	195549	0.992166135	197093	1
chr12	63122759	63170942	AVPR1A	47872	0.993545441	48183	1
chr12	63538913	63688939	DPY19L2	0	0	150026	1
chr12	64432092	64522114	TBK1	87822	0.975561529	90022	1
chr12	64693445	64779431	GNS	82194	0.955899798	85986	1
chr12	65030626	65141305	WIF1	108471	0.980050416	110679	1
chr12	65149583	65268355	LEMD3	116374	0.979810056	118772	1
chr12	65258643	65511430	MSRB3	249771	0.988069007	252787	1
chr12	65804131	65986295	HMGA2	180121	0.988784831	182164	1
chr12	66169195	66274622	IRAK3	104067	0.987100079	105427	1
chr12	66327431	67089162	GRIP1	743304	0.975809045	761731	1
chr12	68134768	68179740	IFNG	44143	0.981566308	44972	1
chr12	68788177	68870686	MDM2	81036	0.982147402	82509	1
chr12	69328341	69374234	LYZ	45159	0.984006275	45893	1
chr12	70346290	70454292	KCNMB4	106466	0.985778041	108002	1
chr12	70495866	70657440	PTPRB	157334	0.973758154	161574	1
chr12	71419798	71606310	LGR5	182989	0.981111135	186512	1
chr12	71918845	72206618	TPH2	282645	0.982180399	287773	1
chr12	76324474	76368415	BBS10	43082	0.980451059	43941	1
chr12	76743588	76873696	ZDHHC17	127452	0.97958619	130108	1
chr12	80079537	80400879	OTOGL	314487	0.978667588	321342	1
chr12	80382178	80700273	PTPRQ	302308	0.950370172	318095	1
chr12	80687634	80729474	MYF6	41840	1	41840	1
chr12	80696912	80739671	MYF5	42730	0.99932178	42759	1
chr12	85260220	85321784	ALX1	61070	0.99197583	61564	1
chr12	85935666	86858904	MGAT4C	890529	0.964571432	909779	0.985421961
chr12	88029014	88162088	CEP290	131461	0.987878925	133074	1
chr12	88122296	88219887	TMTC3	96058	0.984291584	97591	1
chr12	88472793	88600851	KITLG	127239	0.99360446	128058	1
chr12	90943682	91025026	EPYC	80753	0.992734559	81344	1
chr12	91030491	91077983	KERA	47286	0.995662427	47492	1
chr12	91082629	91131494	LUM	48278	0.987987312	48865	1
chr12	91120484	91202824	DCN	81481	0.989567646	82340	1
chr12	92120278	92165846	BTG1	44492	0.976386938	45568	1
chr12	93657375	93914840	CRADD	253060	0.982890878	257465	1
chr12	94877055	95023748	NDUFA12	140101	0.955062614	146693	1
chr12	95496560	95571476	USP44	71561	0.955216509	74916	1
chr12	95952662	96016365	HAL	62385	0.979310237	63703	1
chr12	96174375	96289824	ELK3	112841	0.977409939	115449	1
chr12	97410884	97618415	RMST	204716	0.986435761	207531	1
chr12	98495512	98570379	TMPO	71603	0.956402687	74867	1
chr12	98573591	98626379	SLC25A3	50159	0.950197014	52788	1
chr12	98593405	98665113	IKBIP	69178	0.964718023	71708	1
chr12	98706457	100004654	ANKS1B	1281712	0.987301619	1298197	1
chr12	100337074	100442055	SLC17A8	102731	0.97856755	104981	1
chr12	100453708	100584414	NR1H4	129014	0.987054917	130706	1
chr12	101548353	101706028	MYBPC1	153603	0.974174726	157675	1
chr12	101708648	101759472	SYCP3	49208	0.968203998	50824	1
chr12	101725499	101850959	GNPTAB	121454	0.968069504	125460	1
chr12	102375874	102501744	IGF1	123952	0.984762056	125870	1
chr12	102816889	102978410	PAH	155857	0.964933352	161521	1
chr12	102937674	102980513	ASCL1	41562	0.970190714	42839	1
chr12	104435295	104782014	CHST11	341528	0.985028222	346719	1
chr12	106043340	106160033	NUAK1	115875	0.992990154	116693	1
chr12	106337748	106530198	POLR3B	188646	0.980233827	192450	1
chr12	108502214	108581400	SART3	76315	0.963743591	79186	1
chr12	108542582	108589384	ISCU	44775	0.956689885	46802	1
chr12	108758191	108877590	SSH1	115571	0.96793943	119399	1
chr12	108838932	108921043	DAO	79377	0.966703609	82111	1
chr12	109077574	109130992	UNG	51919	0.971938298	53418	1
chr12	109096595	109288226	ACACB	184095	0.960674421	191631	1
chr12	109457402	109556705	UBE3B	97556	0.982407379	99303	1
chr12	109533715	109593580	MMAB	58108	0.970650631	59865	1
chr12	109553255	109618125	MVK	63490	0.978726684	64870	1
chr12	109763085	109853401	TRPV4	88611	0.981121839	90316	1
chr12	110260756	110371093	ATP2A2	106037	0.961028485	110337	1
chr12	110414823	110470422	ARPC3	42032	0.75598482	55599	1
chr12	110594027	110669430	TCTN1	73024	0.968449531	75403	1
chr12	110890819	110941443	MYL2	48378	0.955633692	50624	1
chr12	111385948	111471623	SH2B3	83686	0.976784359	85675	1
chr12	111423485	111619676	ATXN2	186268	0.949421737	196191	1
chr12	111666056	111777107	ACAD10	104712	0.942918119	111051	1
chr12	111746887	111837532	ALDH2	85763	0.946141541	90645	1
chr12	112398351	112529913	PTPN11	126897	0.964541433	131562	1
chr12	112886783	112953222	OAS1	65532	0.98634838	66439	1
chr12	112958395	113031723	OAS2	72351	0.986676304	73328	1
chr12	114333931	114428442	TBX5	92447	0.978161272	94511	1
chr12	114650255	114704175	TBX3	51438	0.953968843	53920	1
chr12	115933872	116297719	MED13L	340721	0.936440317	363847	1
chr12	117188142	117472170	NOS1	274839	0.967647556	284028	1
chr12	119158642	119241131	HSPB8	81563	0.988774261	82489	1
chr12	120483279	120554434	COQ5	68534	0.963164922	71155	1
chr12	120705774	120760008	ACADS	52170	0.961942693	54234	1
chr12	120958543	121022512	HNF1A	59156	0.924760431	63969	1
chr12	121112819	121208032	P2RX7	92502	0.971526997	95213	1
chr12	121409096	121601023	KDM2B	181092	0.943546244	191927	1
chr12	121606550	121662677	ORAI1	51690	0.920947138	56127	1
chr12	121784180	121852584	SETD1B	64038	0.936173323	68404	1
chr12	121819527	121883596	HPD	60220	0.939924144	64069	1
chr12	121999422	122082044	BCL7A	74365	0.900062937	82622	1
chr12	122183681	122228952	B3GNT4	44091	0.973934749	45271	1
chr12	122187668	122247456	DIABLO	58477	0.978072523	59788	1
chr12	122251432	122442632	CLIP1	182565	0.954837866	191200	1
chr12	122451599	122521073	ZCCHC8	65654	0.945015401	69474	1
chr12	123213436	123277960	C12orf65	60525	0.938023061	64524	1
chr12	123600406	123653766	EIF2B1	52004	0.974587706	53360	1
chr12	123651113	123728399	TCTN2	73281	0.948179489	77286	1
chr12	123692353	123781755	ATP6V0A2	87069	0.973904387	89402	1
chr12	124304415	124587589	NCOR2	261479	0.923386328	283174	1
chr12	124756856	124902668	SCARB1	131667	0.902991523	145812	1
chr12	124926825	125009131	DHX37	77505	0.941668894	82306	1
chr12	131909200	131965896	PUS1	52164	0.920064908	56696	1
chr12	132176372	132349589	GALNT9	120875	0.697824117	172655	0.996755515
chr12	132603753	132707376	POLE	89662	0.865271224	103623	1
chr12	132690819	132742734	PGAM5	36669	0.706327651	51915	1
chr12	132748914	132849078	GOLGA3	68691	0.685785312	100164	1
chr13	19613659	19693441	MPHOSPH8	74323	0.931576045	79782	1
chr13	19938670	20111829	ZMYM2	167604	0.967919658	173159	1
chr13	20118255	20181052	GJA3	61319	0.976463844	62797	1
chr13	20167463	20212938	GJB2	45352	0.997295217	45475	1
chr13	20201962	20252365	GJB6	49413	0.980358312	50403	1
chr13	20547069	20711437	IFT88	160467	0.97626667	164368	1
chr13	20953036	21081586	LATS2	121776	0.947304551	128550	1
chr13	21651073	21724498	FGF9	72698	0.99009874	73425	1
chr13	23160952	23345165	SGCG	180374	0.979159994	184213	1
chr13	23308826	23453740	SACS	141277	0.974902356	144914	1
chr13	23959805	24327074	SPATA13	356452	0.970547473	367269	1
chr13	24862279	24942889	CENPJ	77055	0.955898772	80610	1
chr13	25351974	26045851	ATP8A2	680203	0.980293337	693877	1
chr13	26112115	26242314	RNF6	126331	0.970291631	130199	1
chr13	26537683	26708948	WASF3	168398	0.98325986	171265	1
chr13	26735200	26780786	GPR12	45114	0.989645944	45586	1
chr13	27231309	27276691	RPL21	43585	0.960402803	45382	1
chr13	27600742	27764237	POLR1D	160317	0.980562097	163495	1
chr13	27900000	27946313	PDX1	42810	0.92436249	46313	1
chr13	27940918	27989315	CDX2	47455	0.980535984	48397	1
chr13	27983274	28120592	FLT3	129571	0.943583507	137318	1
chr13	28280346	28515145	FLT1	231044	0.984007598	234799	1
chr13	28639104	28698959	POMP	59450	0.993233648	59855	1
chr13	30693478	30784426	ALOX5AP	89293	0.981802788	90948	1
chr13	31719526	31823389	RXFP2	102334	0.985278684	103863	1
chr13	31826713	32319125	FRY	473755	0.962110996	492412	1
chr13	32295086	32420266	BRCA2	123349	0.985373063	125180	1
chr13	32996423	33086143	KL	88727	0.988932234	89720	1
chr13	34922287	35693022	NBEA	759930	0.985980914	691481	0.897170882
chr13	36799224	36849104	RFXAP	47974	0.961788292	49880	1
chr13	36824831	36940765	SMAD9	113163	0.97609847	115934	1
chr13	36929738	37020261	ALG5	87600	0.967709864	90523	1
chr13	37542583	37618844	POSTN	75157	0.9855234	65492	0.858787585
chr13	37616636	37890425	TRPC4	269807	0.985455953	13611	0.049713465
chr13	38667077	38907131	FREM2	237686	0.990135553	240054	1
chr13	39189116	39623528	LHFPL6	424716	0.977680175	434412	1
chr13	39635627	39811665	COG6	173542	0.985821243	176038	1
chr13	40449953	40686641	FOXO1	220846	0.933068005	236688	1
chr13	40769412	40832460	SLC25A15	59262	0.939950514	63048	1
chr13	40790766	40830861	MIR621	37832	0.943559047	40095	1
chr13	40792309	40941749	TPTE2P5	138493	0.92674652	149440	1
chr13	42542736	42628013	TNFSF11	77477	0.908533368	85277	1
chr13	45444898	45556701	COG3	108545	0.970859458	111803	1
chr13	46033186	46125033	CPB2	89719	0.976831034	91847	1
chr13	46105920	46231871	LCP1	124088	0.985208533	125951	1
chr13	46811550	46917076	HTR2A	104511	0.990381517	105526	1
chr13	47725736	48057968	SUCLA2	322841	0.971733608	332232	1
chr13	48212612	48290357	ITM2B	76597	0.985233777	77745	1
chr13	48283726	48619436	RB1	329646	0.981936791	335710	1
chr13	48369567	48464704	LPAR6	92204	0.969170775	95137	1
chr13	48633711	48731226	CYSLTR2	96271	0.987242988	97515	1
chr13	49475610	49548981	PHF11	70101	0.955431983	73371	1
chr13	49511946	49605558	RCBTB1	87920	0.93919583	93612	1
chr13	50028973	50069061	MIR16-1	39246	0.978996208	40088	1
chr13	50889678	51044120	RNASEH2B	152206	0.985522073	154442	1
chr13	51910436	52032125	ATP7B	119841	0.984813747	121689	1
chr13	51992398	52053600	ALG11	59979	0.980016993	61202	1
chr13	59645583	60183928	DIAPH3	529607	0.983768773	538345	1
chr13	66282834	67250445	PCDH9	953631	0.985552045	967611	1
chr13	70087213	70169092	ATXN8OS	80080	0.978028554	81879	1
chr13	75263503	75502169	TBC1D4	235065	0.984911969	238666	1
chr13	76970660	77039143	CLN5	67225	0.981630478	68483	1
chr13	77875481	77995529	EDNRB	118436	0.986572038	120048	1
chr13	80315976	80361126	SPRY2	43273	0.958427464	45150	1
chr13	83857205	83902393	SLITRK1	44348	0.981410994	45188	1
chr13	85772790	85826683	SLITRK6	53893	1	53893	1
chr13	87652615	87716272	SLITRK5	62611	0.983568186	63657	1
chr13	91327820	91374579	MIR17HG	46516	0.99480314	46759	1
chr13	91378621	92893682	GPC5	1469827	0.970143776	1515061	1
chr13	93206807	94428020	GPC6	1203061	0.98513609	1221213	1
chr13	94689622	94732545	SOX21	42662	0.993919344	42923	1
chr13	94999835	95321475	ABCC4	309949	0.963651909	321640	1
chr13	95781580	96073482	UGGT2	286454	0.981336202	291902	1
chr13	98663801	98772672	SLC15A1	105921	0.972903712	108871	1
chr13	98773429	99106625	DOCK9	326696	0.980491963	333196	1
chr13	99180774	99406504	UBAC2	220066	0.974908076	225730	1
chr13	99961784	100006765	ZIC2	44024	0.97872435	44981	1
chr13	100069015	100550437	PCCA	469983	0.976239142	481422	1
chr13	101690804	102422457	FGF14	719233	0.98302474	731653	1
chr13	102787146	102896001	ERCC5	106916	0.982187313	108855	1
chr13	103023998	103086417	SLC10A2	61938	0.992294013	62419	1
chr13	108187439	108238368	LIG4	49504	0.972019871	50929	1
chr13	109732695	109806583	IRS2	70679	0.956569402	73888	1
chr13	110128963	110327157	COL4A1	190805	0.962718347	198194	1
chr13	110285812	110533209	COL4A2	232125	0.93826926	247397	1
chr13	110692736	110743339	ING1	48718	0.962749244	50603	1
chr13	111094559	111325737	ARHGEF7	224794	0.972384916	231178	1
chr13	113085788	113140681	F7	45411	0.82726395	54893	1
chr13	113102799	113169529	F10	53786	0.806024277	66730	1
chr13	113138648	113192386	PROZ	47908	0.891510663	53738	1
chr13	113647219	113757736	GRK1	26809	0.242578065	60054	0.543391514
chr14	20291368	20353312	CCNB1IP1	57649	0.93066318	61944	1
chr14	20435191	20477772	APEX1	42040	0.987294803	42581	1
chr14	20448954	20497094	PNP	47156	0.979559618	48140	1
chr14	20664177	20718971	ANG	52911	0.965634924	54794	1
chr14	21267939	21371301	RPGRIP1	94579	0.915026799	103362	1
chr14	21331476	21404019	SUPT16H	70434	0.970927588	72543	1
chr14	21365194	21476126	CHD8	104888	0.945516172	110932	1
chr14	22527506	22572156	TRAC	41260	0.924076148	44650	1
chr14	22544907	22609224	DAD1	62620	0.973615063	64317	1
chr14	22753222	22849820	SLC7A7	92089	0.953322015	96598	1
chr14	22816560	22869027	MMP14	51178	0.975432176	52467	1
chr14	23097304	23139616	CEBPE	41477	0.980265646	42312	1
chr14	23286835	23345369	BCL2L2-PABPN1	57316	0.979191581	58534	1
chr14	23301289	23346185	PABPN1	44209	0.984697969	44896	1
chr14	23361982	23428273	MYH6	65626	0.989968472	66291	1
chr14	23392740	23455660	MYH7	61708	0.980737444	62920	1
chr14	24016453	24071028	DHRS4L1	38693	0.708987632	0	0
chr14	24060107	24135014	NRL	73762	0.984714379	62643	0.836276983
chr14	24074053	24130598	PCK2	55868	0.988027235	56545	1
chr14	24185696	24228362	TSSK4	39019	0.914522102	42666	1
chr14	24219643	24262674	TINF2	41515	0.964769585	43031	1
chr14	24229114	24284432	TGM1	54042	0.976933367	55318	1
chr14	24245538	24291739	RABGGTA	45394	0.982532846	46201	1
chr14	24345673	24399604	NFATC4	51047	0.946524262	53931	1
chr14	24553518	24596250	CTSG	42368	0.991481794	42732	1
chr14	28740330	28790277	FOXG1	49361	0.988267564	49947	1
chr14	30854514	30915065	COCH	59337	0.979950785	60551	1
chr14	31005106	31150996	AP4S1	141723	0.971437384	145890	1
chr14	31469956	31881224	NUBPL	403305	0.98063793	411268	1
chr14	32056114	32179728	ARHGAP5	119413	0.966015176	123614	1
chr14	34689113	34734823	CFL2	44679	0.97744476	45710	1
chr14	34732731	34895647	BAZ1A	155200	0.952638169	162916	1
chr14	35258633	35337493	PSMA6	76297	0.967499366	78860	1
chr14	35381511	35424749	NFKBIA	41014	0.948563763	43238	1
chr14	35518352	35829304	RALGAPA1	306119	0.984457408	310952	1
chr14	36116108	36196468	PTCSC3	76333	0.949888004	80360	1
chr14	36496392	36541149	NKX2-1	43393	0.96952432	44757	1
chr14	36499278	36543016	NKX2-1-AS1	42482	0.971283552	43738	1
chr14	36637568	36699715	PAX9	61528	0.990039744	62147	1
chr14	37177913	37572361	MIPOL1	382572	0.969892102	394448	1
chr14	37569552	37616059	FOXA1	45744	0.983593868	46507	1
chr14	39011919	39129646	SEC23A	110696	0.940277082	117727	1
chr14	39094223	39156973	GEMIN2	58999	0.940223108	62750	1
chr14	41587570	41924549	LRFN5	330036	0.979396342	336979	1
chr14	44484149	44527283	FSCB	42782	0.991839384	43134	1
chr14	45115930	45220890	FANCM	100447	0.957002668	104960	1
chr14	49600799	49643481	MGAT2	39472	0.924792653	42682	1
chr14	49605174	49655230	DNAAF2	45986	0.918691066	50056	1
chr14	49623555	49708422	POLE2	79655	0.938586258	84867	1
chr14	50217563	50332229	L2HGDH	110741	0.96577015	114666	1
chr14	50512509	50653068	ATL1	138470	0.985137914	140559	1
chr14	50699763	50851121	NIN	148132	0.978686293	151358	1
chr14	50837891	50964483	PYGL	122606	0.968513018	126592	1
chr14	52247698	52296724	PTGDR	48338	0.98596663	49026	1
chr14	52294305	52348598	PTGER2	53218	0.980200026	54293	1
chr14	53016745	53173282	DDHD1	153742	0.982144796	156537	1
chr14	53929736	53978761	BMP4	47769	0.974380418	49025	1
chr14	54822008	54922826	GCH1	97413	0.966226269	100818	1
chr14	55539072	55721526	KTN1	179132	0.981792671	182454	1
chr14	56779905	56836693	OTX2	54557	0.960713531	56788	1
chr14	58278504	58393887	ARID4A	112675	0.976530338	115383	1
chr14	58407385	58571297	KIAA0586	160773	0.98084948	163912	1
chr14	60489146	60532850	SIX6	43581	0.997185612	43704	1
chr14	60623421	60678259	SIX1	53190	0.969947846	54838	1
chr14	60689539	60744351	SIX4	53270	0.971867474	54812	1
chr14	61167559	61570976	PRKCH	393473	0.975350568	403417	1
chr14	61675513	61768259	HIF1A	90668	0.977594721	92746	1
chr14	63832983	64246433	SYNE2	399754	0.966873866	413450	1
chr14	64064232	64358112	ESR2	284078	0.96664625	293880	1
chr14	64368031	64483457	MTHFD1	112531	0.974918996	115426	1
chr14	64726283	64899907	SPTB	165891	0.955461227	173624	1
chr14	64986174	65122695	MAX	131451	0.962862856	136521	1
chr14	65390592	65764121	FUT8	363124	0.972144064	373529	1
chr14	66487407	67201803	GPHN	697661	0.976574617	714396	1
chr14	67681886	67754451	RDH12	70315	0.968993316	72565	1
chr14	67707374	67836590	ZFYVE26	126759	0.980985327	129216	1
chr14	67799779	68750218	RAD51B	929856	0.978343692	950439	1
chr14	68767660	68816253	ZFP36L1	48056	0.988949026	48593	1
chr14	68854143	68999440	ACTN1	142293	0.979325107	145297	1
chr14	69755416	69817241	SLC10A1	60156	0.973004448	61825	1
chr14	69834131	70052366	SMOC1	215156	0.985891356	218235	1
chr14	71300449	71761229	SIPA1L1	451257	0.97933287	460780	1
chr14	73116418	73243691	PSEN1	120749	0.94874011	127273	1
chr14	73624875	73723732	DNAL1	95993	0.97102886	98857	1
chr14	73929926	73983670	COQ6	51867	0.965075171	53744	1
chr14	74036847	74104492	ALDH6A1	65158	0.963234533	67645	1
chr14	74219449	74282738	VSX2	60218	0.95147656	63289	1
chr14	74265269	74323055	ABCD4	54159	0.937233932	57786	1
chr14	74456192	74514177	NPC2	56544	0.975148745	57985	1
chr14	74460133	74500204	MIR4709	38630	0.964038831	40071	1
chr14	74478183	74632378	LTBP2	151629	0.983358734	154195	1
chr14	74633437	74733108	AREL1	95915	0.96231602	99671	1
chr14	74883954	74943396	RPS6KL1	58325	0.981208573	59442	1
chr14	74982921	75032366	EIF2B2	46360	0.937607443	49445	1
chr14	74993764	75071532	MLH3	72968	0.938277955	77768	1
chr14	75558620	75683214	FLVCR2	122556	0.983642872	124594	1
chr14	75882136	76104585	IFT43	218243	0.981092295	222449	1
chr14	75938099	76002991	TGFB3	63821	0.983495654	64892	1
chr14	76290712	76521837	ESRRB	222323	0.961916712	231125	1
chr14	77254956	77340884	POMT2	84919	0.988257611	85928	1
chr14	77300996	77351597	GSTZ1	49745	0.983083338	50601	1
chr14	77406675	77477952	VIPAS39	68967	0.967591229	71277	1
chr14	77485997	77636773	SPTLC2	143750	0.953401072	150776	1
chr14	78150373	79888290	NRXN3	1695664	0.975687562	1737917	1
chr14	80934989	81166302	TSHR	226144	0.977653655	231313	1
chr14	87817820	88013665	GALC	193035	0.985651919	195845	1
chr14	88364924	88490350	SPATA7	122792	0.978999569	125426	1
chr14	88542970	88647596	ZC3H14	100942	0.964788867	104626	1
chr14	88804153	88901078	TTC8	95291	0.983141604	96925	1
chr14	89934939	90064764	TDP1	127351	0.980943578	129825	1
chr14	90376502	90428268	CALM1	50348	0.972607503	51766	1
chr14	91251323	91437844	CCDC88C	182360	0.97769152	186521	1
chr14	91849412	91967987	FBLN5	115500	0.974067046	118575	1
chr14	91945991	92060896	TRIP11	110673	0.963169575	114905	1
chr14	92024496	92126621	ATXN3	95746	0.937537332	102125	1
chr14	92096122	92141917	NDUFB1	43435	0.94846599	45795	1
chr14	92774305	92859947	GOLGA5	83413	0.973973051	85642	1
chr14	94592377	94644055	SERPINA3	50069	0.968864894	51678	1
chr14	94748216	94790230	GSC	40901	0.97350883	42014	1
chr14	95066228	95178010	DICER1	109746	0.981785976	111782	1
chr14	95513503	95564724	GLRX5	50253	0.981101501	51221	1
chr14	95689947	95734196	TCL1A	43620	0.985784989	44249	1
chr14	96372128	96509427	AK7	132908	0.968018704	137299	1
chr14	96777382	96951722	VRK1	170588	0.978478834	174340	1
chr14	99149287	99292197	BCL11B	140893	0.985886222	142910	1
chr14	100218298	100302788	YY1	82346	0.974624216	84490	1
chr14	100705705	100758224	DLK1	49721	0.946724043	52519	1
chr14	100759410	100881031	MEG3	114317	0.939944582	121621	1
chr14	101944573	102076443	DYNC1H1	125991	0.955418215	131870	1
chr14	102060738	102159699	HSP90AA1	93209	0.941876093	98961	1
chr14	102204500	102325190	MOK	117133	0.970527798	120690	1
chr14	102342941	102522477	TECPR2	170042	0.947119241	179536	1
chr14	102757476	102931500	TRAF3	163212	0.937870639	174024	1
chr14	102902656	102953596	AMN	46209	0.907126031	50940	1
chr14	102912380	103077549	CDC42BPB	142226	0.861093789	165169	1
chr14	103541896	103734249	KLC1	184645	0.959927841	192353	1
chr14	103677609	103735504	XRCC3	56559	0.976923741	57895	1
chr14	104669606	104742535	INF2	68414	0.938090472	72929	1
chr14	104749349	104815751	AKT1	61446	0.925363694	66362	0.999397609
chr14	105029395	105085445	GPR132	48127	0.858644068	56050	1
chr14	105120982	105188824	JAG2	61466	0.906016922	67842	1
chr15	20637638	20708408	NBEAP1	2887	0.040794122	0	0
chr15	22753063	22849789	NIPA1	85473	0.883661063	96726	1
chr15	22818641	22888384	NIPA2	68149	0.97714466	69743	1
chr15	22847052	23001063	CYFIP1	148032	0.961178098	154011	1
chr15	23545674	23650075	MKRN3	103067	0.987222345	104401	1
chr15	23623549	23667867	MAGEL2	43784	0.98795072	44318	1
chr15	23665400	23707305	NDN	41565	0.99188641	41905	1
chr15	24081827	24843365	PWRN1	731375	0.960391996	761538	1
chr15	24655704	24703393	NPAP1	47126	0.988194343	47689	1
