gene	ref	chrom	start	end	mandelker	cosmic	high_priority	ClinGen	CPIC	Counsyl	ACMG	HTD	NCCN_ESMO	ACOG
CLIC5	GRCh37	6	45868045	46048132	no	no	yes	1	0	0	0	0	0	0
PLA2G7	GRCh37	6	46671938	46703430	yes	no	no	0	0	0	0	0	0	0
CD2AP	GRCh37	6	47445525	47594999	yes	no	no	0	0	0	0	0	0	0
MUT	GRCh37	6	49398073	49430904	yes	no	yes	1	0	1	0	0	0	0
RHAG	GRCh37	6	49572871	49604552	yes	no	no	0	0	0	0	0	0	0
CRISP2	GRCh37	6	49660073	49681274	yes	no	no	0	0	0	0	0	0	0
TFAP2B	GRCh37	6	50786436	50815326	yes	no	no	0	0	0	0	0	0	0
PKHD1	GRCh37	6	51480098	51952423	yes	no	yes	0	0	1	0	0	0	0
IL17F	GRCh37	6	52101479	52109335	yes	no	no	0	0	0	0	0	0	0
EFHC1	GRCh37	6	52285106	52387892	yes	no	no	0	0	0	0	0	0	0
GSTA2	GRCh37	6	52614897	52628367	yes	no	no	0	0	0	0	0	0	0
GSTA3	GRCh37	6	52761437	52774483	yes	no	no	0	0	0	0	0	0	0
ICK	GRCh37	6	52866077	52926600	yes	no	no	0	0	0	0	0	0	0
GCLC	GRCh37	6	53362139	53481768	yes	no	no	0	0	0	0	0	0	0
TINAG	GRCh37	6	54172657	54254950	yes	no	no	0	0	0	0	0	0	0
BMP5	GRCh37	6	55618443	55740362	yes	yes	no	0	0	0	0	0	0	0
DST	GRCh37	6	56322785	56819426	yes	no	no	0	0	0	0	0	0	0
RAB23	GRCh37	6	57053607	57087078	yes	no	no	0	0	0	0	0	0	0
PHF3	GRCh37	6	64345725	64489229	yes	no	no	0	0	0	0	0	0	0
EYS	GRCh37	6	64429876	66417118	yes	no	yes	0	0	1	0	0	0	0
LMBRD1	GRCh37	6	70385694	70507003	yes	no	no	0	0	0	0	0	0	0
COL9A1	GRCh37	6	70924764	71012786	yes	no	no	0	0	0	0	0	0	0
B3GAT2	GRCh37	6	71566382	71666741	yes	no	no	0	0	0	0	0	0	0
RIMS1	GRCh37	6	72596406	73112845	yes	no	no	0	0	0	0	0	0	0
KCNQ5	GRCh37	6	73331520	73908574	yes	no	no	0	0	0	0	0	0	0
KHDC3L	GRCh37	6	74072400	74073894	yes	no	no	0	0	0	0	0	0	0
MTO1	GRCh37	6	74171301	74218959	yes	no	no	0	0	0	0	0	0	0
EEF1A1	GRCh37	6	74225473	74233520	yes	no	no	0	0	0	0	0	0	0
SLC17A5	GRCh37	6	74303102	74363878	yes	no	yes	0	0	1	0	0	0	0
CD109	GRCh37	6	74405508	74538040	yes	no	no	0	0	0	0	0	0	0
MYO6	GRCh37	6	76458909	76629254	yes	no	yes	1	0	0	0	0	0	0
HTR1B	GRCh37	6	78171948	78173490	yes	no	no	0	0	0	0	0	0	0
PHIP	GRCh37	6	79645584	79787953	yes	no	no	0	0	0	0	0	0	0
LCA5	GRCh37	6	80194708	80247175	yes	no	no	0	0	0	0	0	0	0
ELOVL4	GRCh37	6	80624529	80657297	yes	no	no	0	0	0	0	0	0	0
BCKDHB	GRCh37	6	80816364	81055987	yes	no	yes	1	0	1	0	0	0	0
CYB5R4	GRCh37	6	84569362	84677143	yes	no	yes	0	1	0	0	0	0	0
NT5E	GRCh37	6	86159809	86205500	yes	no	no	0	0	0	0	0	0	0
ZNF292	GRCh37	6	87862551	87973914	no	no	yes	1	0	0	0	0	0	0
SLC35A1	GRCh37	6	88180341	88222054	yes	no	no	0	0	0	0	0	0	0
RARS2	GRCh37	6	88224096	88299721	yes	no	yes	0	0	1	0	0	0	0
CNR1	GRCh37	6	88849583	88876078	yes	no	no	0	0	0	0	0	0	0
GABRR2	GRCh37	6	89966927	90025018	yes	no	no	0	0	0	0	0	0	0
MDN1	GRCh37	6	90352218	90529442	yes	no	no	0	0	0	0	0	0	0
EPHA7	GRCh37	6	93949738	94129265	yes	yes	no	0	0	0	0	0	0	0
NDUFAF4	GRCh37	6	97337189	97345757	yes	no	no	0	0	0	0	0	0	0
CCNC	GRCh37	6	99990256	100016849	no	yes	no	0	0	0	0	0	0	0
SIM1	GRCh37	6	100832891	100912805	yes	no	no	0	0	0	0	0	0	0
ASCC3	GRCh37	6	100956070	101329248	yes	no	no	0	0	0	0	0	0	0
GRIK2	GRCh37	6	101846664	102517958	yes	no	no	0	0	0	0	0	0	0
HACE1	GRCh37	6	105175968	105307794	yes	no	no	0	0	0	0	0	0	0
PRDM1	GRCh37	6	106534195	106557814	no	yes	no	0	0	0	0	0	0	0
PDSS2	GRCh37	6	107473761	107780768	yes	no	no	0	0	0	0	0	0	0
SOBP	GRCh37	6	107811162	107981357	yes	no	no	0	0	0	0	0	0	0
SEC63	GRCh37	6	108188960	108279393	yes	no	no	0	0	0	0	0	0	0
OSTM1	GRCh37	6	108362613	108487058	yes	no	no	0	0	0	0	0	0	0
NR2E1	GRCh37	6	108487262	108510013	yes	no	no	0	0	0	0	0	0	0
SNX3	GRCh37	6	108532426	108582464	yes	no	no	0	0	0	0	0	0	0
FOXO3	GRCh37	6	108881038	109005977	yes	yes	no	0	0	0	0	0	0	0
ZBTB24	GRCh37	6	109783797	109804440	yes	no	no	0	0	0	0	0	0	0
FIG4	GRCh37	6	110012499	110146631	yes	no	no	0	0	0	0	0	0	0
TRAF3IP2	GRCh37	6	111877657	111927481	yes	no	no	0	0	0	0	0	0	0
WISP3	GRCh37	6	112375275	112392171	yes	no	no	0	0	0	0	0	0	0
LAMA4	GRCh37	6	112429963	112576141	yes	no	no	0	0	0	0	0	0	0
FRK	GRCh37	6	116252312	116381921	yes	no	no	0	0	0	0	0	0	0
COL10A1	GRCh37	6	116440086	116479910	yes	no	no	0	0	0	0	0	0	0
TSPYL1	GRCh37	6	116597741	116601066	yes	no	no	0	0	0	0	0	0	0
RSPH4A	GRCh37	6	116937642	116954148	yes	no	no	0	0	0	0	0	0	0
RFX6	GRCh37	6	117198375	117253326	yes	no	no	0	0	0	0	0	0	0
ROS1	GRCh37	6	117609463	117747018	yes	yes	no	0	0	0	0	0	0	0
GOPC	GRCh37	6	117639374	117923691	yes	yes	no	0	0	0	0	0	0	0
NUS1	GRCh37	6	117996665	118031803	yes	no	no	0	0	0	0	0	0	0
PLN	GRCh37	6	118869461	118881893	yes	no	yes	1	0	0	0	0	0	0
MCM9	GRCh37	6	119134605	119256327	yes	no	no	0	0	0	0	0	0	0
GJA1	GRCh37	6	121756838	121770873	yes	no	no	0	0	0	0	0	0	0
TRDN	GRCh37	6	123537483	123958238	yes	no	yes	1	0	0	0	0	0	0
NKAIN2	GRCh37	6	124125286	125146803	yes	no	no	0	0	0	0	0	0	0
HEY2	GRCh37	6	126068810	126082415	yes	no	no	0	0	0	0	0	0	0
RSPO3	GRCh37	6	127439749	127518910	no	yes	no	0	0	0	0	0	0	0
SOGA3	GRCh37	6	127759551	127840500	yes	no	no	0	0	0	0	0	0	0
SOGA3	GRCh37	6	127759551	127840146	yes	no	no	0	0	0	0	0	0	0
PTPRK	GRCh37	6	128289924	128841870	yes	yes	no	0	0	0	0	0	0	0
LAMA2	GRCh37	6	129204342	129837714	yes	no	yes	0	0	1	0	0	0	0
ARG1	GRCh37	6	131894284	131905472	yes	no	yes	1	0	1	0	0	0	0
MED23	GRCh37	6	131895106	131949369	yes	no	yes	1	0	0	0	0	0	0
ENPP1	GRCh37	6	132129156	132216295	yes	no	no	0	0	0	0	0	0	0
CTGF	GRCh37	6	132269316	132272513	yes	no	no	0	0	0	0	0	0	0
TAAR9	GRCh37	6	132859429	132860470	yes	no	no	0	0	0	0	0	0	0
TAAR6	GRCh37	6	132891461	132892498	yes	no	no	0	0	0	0	0	0	0
TAAR1	GRCh37	6	132966123	132967142	yes	no	no	0	0	0	0	0	0	0
VNN1	GRCh37	6	133002729	133035188	yes	no	no	0	0	0	0	0	0	0
EYA4	GRCh37	6	133561736	133853258	yes	no	yes	1	0	0	0	0	0	0
SGK1	GRCh37	6	134490384	134639250	no	yes	no	0	0	0	0	0	0	0
MYB	GRCh37	6	135502453	135540311	yes	yes	no	0	0	0	0	0	0	0
AHI1	GRCh37	6	135604670	135818914	yes	no	no	0	0	0	0	0	0	0
BCLAF1	GRCh37	6	136578001	136610989	no	yes	no	0	0	0	0	0	0	0
PEX7	GRCh37	6	137143717	137235075	yes	no	yes	1	0	1	0	0	0	0
IFNGR1	GRCh37	6	137518621	137540586	yes	no	no	0	0	0	0	0	0	0
TNFAIP3	GRCh37	6	138188351	138204449	no	yes	no	0	0	0	0	0	0	0
ECT2L	GRCh37	6	139117063	139225207	no	yes	no	0	0	0	0	0	0	0
CITED2	GRCh37	6	139693393	139695757	yes	no	no	0	0	0	0	0	0	0
PEX3	GRCh37	6	143771944	143811147	yes	no	yes	1	0	0	0	0	0	0
PLAGL1	GRCh37	6	144261437	144385735	yes	no	no	0	0	0	0	0	0	0
STX11	GRCh37	6	144471663	144509507	yes	no	no	0	0	0	0	0	0	0
UTRN	GRCh37	6	144606837	145174170	yes	no	no	0	0	0	0	0	0	0
EPM2A	GRCh37	6	145822719	146057160	yes	no	yes	1	0	0	0	0	0	0
GRM1	GRCh37	6	146348782	146758734	yes	no	no	0	0	0	0	0	0	0
UST	GRCh37	6	149068464	149398126	yes	no	no	0	0	0	0	0	0	0
TAB2	GRCh37	6	149539777	149732749	yes	no	no	0	0	0	0	0	0	0
SUMO4	GRCh37	6	149721495	149722177	yes	no	no	0	0	0	0	0	0	0
LATS1	GRCh37	6	149979289	150039392	no	yes	no	0	0	0	0	0	0	0
PCMT1	GRCh37	6	150070579	150132556	yes	no	no	0	0	0	0	0	0	0
IYD	GRCh37	6	150690028	150727105	yes	no	no	0	0	0	0	0	0	0
RMND1	GRCh37	6	151725989	151773259	yes	no	no	0	0	0	0	0	0	0
ESR1	GRCh37	6	151977826	152450754	yes	yes	no	0	0	0	0	0	0	0
SYNE1	GRCh37	6	152442819	152958936	yes	no	no	0	0	0	0	0	0	0
OPRM1	GRCh37	6	154331631	154568001	no	no	yes	0	8	0	0	0	0	0
TFB1M	GRCh37	6	155578643	155635627	yes	no	no	0	0	0	0	0	0	0
ARID1B	GRCh37	6	157099063	157531913	yes	yes	yes	1	0	0	0	0	0	0
SERAC1	GRCh37	6	158530536	158589312	yes	no	no	0	0	0	0	0	0	0
GTF2H5	GRCh37	6	158589384	158620376	yes	no	no	0	0	0	0	0	0	0
SYTL3	GRCh37	6	159071046	159185908	yes	no	no	0	0	0	0	0	0	0
EZR	GRCh37	6	159186773	159240444	no	yes	no	0	0	0	0	0	0	0
SOD2	GRCh37	6	160090089	160183561	yes	no	yes	0	1	0	0	0	0	0
ACAT2	GRCh37	6	160181360	160200144	yes	no	no	0	0	0	0	0	0	0
IGF2R	GRCh37	6	160390131	160534539	yes	no	no	0	0	0	0	0	0	0
SLC22A1	GRCh37	6	160542821	160579750	yes	no	no	0	0	0	0	0	0	0
SLC22A2	GRCh37	6	160592093	160698670	yes	no	no	0	0	0	0	0	0	0
SLC22A3	GRCh37	6	160769300	160876014	yes	no	no	0	0	0	0	0	0	0
LPA	GRCh37	6	160952515	161087407	yes	no	yes	0	1	0	0	1	0	0
PLG	GRCh37	6	161123270	161174347	yes	no	yes	1	0	0	0	0	0	0
PARK2	GRCh37	6	161768452	163148803	yes	no	no	0	0	0	0	0	0	0
PACRG	GRCh37	6	163148164	163736524	yes	no	no	0	0	0	0	0	0	0
QKI	GRCh37	6	163835032	163999628	yes	yes	no	0	0	0	0	0	0	0
T	GRCh37	6	166571144	166582188	yes	no	no	0	0	0	0	0	0	0
MPC1	GRCh37	6	166778407	166796486	yes	no	no	0	0	0	0	0	0	0
RNASET2	GRCh37	6	167342992	167370679	yes	no	no	0	0	0	0	0	0	0
FGFR1OP	GRCh37	6	167412670	167466201	no	yes	no	0	0	0	0	0	0	0
UNC93A	GRCh37	6	167684657	167729507	yes	no	no	0	0	0	0	0	0	0
SMOC2	GRCh37	6	168841831	169073984	yes	no	no	0	0	0	0	0	0	0
THBS2	GRCh37	6	169615875	169654139	yes	no	no	0	0	0	0	0	0	0
TCTE3	GRCh37	6	170140210	170151655	yes	no	no	0	0	0	0	0	0	0
DLL1	GRCh37	6	170591294	170599561	yes	no	no	0	0	0	0	0	0	0
TBP	GRCh37	6	170863390	170881958	yes	no	no	0	0	0	0	0	0	0
FAM20C	GRCh37	7	192969	300711	yes	no	no	0	0	0	0	0	0	0
HEATR2	GRCh37	7	766338	829190	yes	no	no	0	0	0	0	0	0	0
MAD1L1	GRCh37	7	1855429	2272878	yes	no	no	0	0	0	0	0	0	0
NUDT1	GRCh37	7	2281857	2290781	yes	no	no	0	0	0	0	0	0	0
LFNG	GRCh37	7	2552163	2568811	yes	no	no	0	0	0	0	0	0	0
BRAT1	GRCh37	7	2577511	2595361	yes	no	no	0	0	0	0	0	0	0
CARD11	GRCh37	7	2945775	3083579	no	yes	no	0	0	0	0	0	0	0
FOXK1	GRCh37	7	4683388	4811074	yes	no	no	0	0	0	0	0	0	0
AP5Z1	GRCh37	7	4815253	4833943	yes	no	no	0	0	0	0	0	0	0
SLC29A4	GRCh37	7	5314000	5346501	yes	no	no	0	0	0	0	0	0	0
ACTB	GRCh37	7	5566782	5603415	yes	no	no	0	0	0	0	0	0	0
PMS2	GRCh37	7	6012870	6048756	yes	yes	yes	2	0	0	1	1	1	0
RAC1	GRCh37	7	6414154	6443608	yes	yes	no	0	0	0	0	0	0	0
C1GALT1	GRCh37	7	7196565	7288282	yes	no	no	0	0	0	0	0	0	0
GLCCI1	GRCh37	7	8008425	8133902	yes	no	no	0	0	0	0	0	0	0
NDUFA4	GRCh37	7	10971578	10979883	yes	no	no	0	0	0	0	0	0	0
THSD7A	GRCh37	7	11409984	11871824	yes	no	no	0	0	0	0	0	0	0
ETV1	GRCh37	7	13930853	14031050	no	yes	no	0	0	0	0	0	0	0
AGMO	GRCh37	7	15239943	15601640	yes	no	no	0	0	0	0	0	0	0
ISPD	GRCh37	7	16130817	16460947	yes	no	no	0	0	0	0	0	0	0
AHR	GRCh37	7	17338246	17385776	yes	no	no	0	0	0	0	0	0	0
HDAC9	GRCh37	7	18126572	19042039	yes	no	no	0	0	0	0	0	0	0
TWIST1	GRCh37	7	19060614	19157295	yes	no	no	0	0	0	0	0	0	0
MACC1	GRCh37	7	20174278	20257027	no	yes	no	0	0	0	0	0	0	0
SP8	GRCh37	7	20823906	20826505	yes	no	no	0	0	0	0	0	0	0
DNAH11	GRCh37	7	21582833	21941457	yes	no	no	0	0	0	0	0	0	0
IL6	GRCh37	7	22765503	22771621	yes	no	no	0	0	0	0	0	0	0
FAM126A	GRCh37	7	22980878	23053749	yes	no	no	0	0	0	0	0	0	0
KLHL7	GRCh37	7	23145353	23217533	yes	no	no	0	0	0	0	0	0	0
GPNMB	GRCh37	7	23275586	23314727	yes	no	no	0	0	0	0	0	0	0
NPY	GRCh37	7	24323782	24331484	yes	no	no	0	0	0	0	0	0	0
MPP6	GRCh37	7	24612887	24733812	yes	no	no	0	0	0	0	0	0	0
DFNA5	GRCh37	7	24737972	24809244	yes	no	no	0	0	0	0	0	0	0
CYCS	GRCh37	7	25159710	25164980	yes	no	no	0	0	0	0	0	0	0
HNRNPA2B1	GRCh37	7	26229547	26241149	no	yes	no	0	0	0	0	0	0	0
SNX10	GRCh37	7	26331541	26413949	yes	no	no	0	0	0	0	0	0	0
HOXA1	GRCh37	7	27132612	27135615	yes	no	yes	1	0	0	0	0	0	0
HOXA2	GRCh37	7	27139721	27142430	yes	no	no	0	0	0	0	0	0	0
HOXA3	GRCh37	7	27145803	27192200	yes	no	no	0	0	0	0	0	0	0
HOXA4	GRCh37	7	27168126	27170418	yes	no	no	0	0	0	0	0	0	0
HOXA9	GRCh37	7	27202054	27210117	no	yes	no	0	0	0	0	0	0	0
HOXA10	GRCh37	7	27210210	27219880	yes	no	no	0	0	0	0	0	0	0
HOXA11	GRCh37	7	27221129	27224842	yes	yes	no	0	0	0	0	0	0	0
HOXA13	GRCh37	7	27233122	27239725	yes	yes	no	0	0	0	0	0	0	0
JAZF1	GRCh37	7	27870192	28220362	no	yes	no	0	0	0	0	0	0	0
FKBP14	GRCh37	7	30050203	30066300	yes	no	no	0	0	0	0	0	0	0
NOD1	GRCh37	7	30464143	30518400	yes	no	no	0	0	0	0	0	0	0
GARS	GRCh37	7	30634297	30673649	yes	no	no	0	0	0	0	0	0	0
CRHR2	GRCh37	7	30692200	30739745	no	no	yes	0	1	0	0	0	0	0
AQP1	GRCh37	7	30893010	30965131	yes	no	no	0	0	0	0	0	0	0
AQP1	GRCh37	7	30893010	30963427	yes	no	no	0	0	0	0	0	0	0
GHRHR	GRCh37	7	30978284	31032869	yes	no	no	0	0	0	0	0	0	0
PPP1R17	GRCh37	7	31726329	31748069	yes	no	no	0	0	0	0	0	0	0
FKBP9	GRCh37	7	32997017	33046543	no	yes	no	0	0	0	0	0	0	0
NT5C3A	GRCh37	7	33053742	33102409	yes	no	no	0	0	0	0	0	0	0
RP9	GRCh37	7	33134409	33149013	yes	no	no	0	0	0	0	0	0	0
BBS9	GRCh37	7	33168856	33645680	yes	no	no	0	0	0	0	0	0	0
BMPER	GRCh37	7	33944523	34195484	yes	no	no	0	0	0	0	0	0	0
NPSR1	GRCh37	7	34697851	34917944	yes	no	no	0	0	0	0	0	0	0
TBX20	GRCh37	7	35242042	35293758	yes	no	no	0	0	0	0	0	0	0
NME8	GRCh37	7	37888199	37940003	yes	no	no	0	0	0	0	0	0	0
SFRP4	GRCh37	7	37945543	38065297	no	yes	no	0	0	0	0	0	0	0
POU6F2	GRCh37	7	39017598	39532694	yes	no	no	0	0	0	0	0	0	0
MPLKIP	GRCh37	7	40165622	40174258	yes	no	no	0	0	0	0	0	0	0
SUGCT	GRCh37	7	40174575	40900362	yes	no	no	0	0	0	0	0	0	0
GLI3	GRCh37	7	42000548	42277469	yes	no	no	0	0	0	0	0	0	0
BLVRA	GRCh37	7	43798279	43846939	yes	no	no	0	0	0	0	0	0	0
PGAM2	GRCh37	7	44102326	44105186	yes	no	no	0	0	0	0	0	0	0
GCK	GRCh37	7	44183872	44237769	yes	no	yes	1	0	0	0	0	0	0
NPC1L1	GRCh37	7	44552134	44580914	yes	no	no	0	0	0	0	0	0	0
PPIA	GRCh37	7	44836279	44864163	yes	no	no	0	0	0	0	0	0	0
CCM2	GRCh37	7	45039074	45116068	yes	no	no	0	0	0	0	0	0	0
TNS3	GRCh37	7	47314752	47622156	yes	no	no	0	0	0	0	0	0	0
ZPBP	GRCh37	7	49890017	50160925	yes	no	no	0	0	0	0	0	0	0
IKZF1	GRCh37	7	50343720	50472799	yes	yes	no	0	0	0	0	0	0	0
DDC	GRCh37	7	50526134	50633154	yes	no	no	0	0	0	0	0	0	0
GRB10	GRCh37	7	50657760	50861159	yes	no	no	0	0	0	0	0	0	0
EGFR	GRCh37	7	55086714	55324313	yes	yes	yes	1	0	0	0	0	1	0
PSPH	GRCh37	7	56078744	56119297	yes	no	yes	1	0	0	0	0	0	0
ZNF479	GRCh37	7	57187321	57207571	no	yes	no	0	0	0	0	0	0	0
GUSB	GRCh37	7	65425671	65447301	yes	no	no	0	0	0	0	0	0	0
ASL	GRCh37	7	65540785	65558545	yes	no	yes	1	1	1	0	0	0	0
KCTD7	GRCh37	7	66093868	66276446	yes	no	yes	1	0	0	0	0	0	0
SBDS	GRCh37	7	66452664	66460588	yes	yes	yes	1	0	0	0	0	0	0
AUTS2	GRCh37	7	69063905	70258054	yes	no	yes	1	0	0	0	0	0	0
WBSCR17	GRCh37	7	70597155	71178585	yes	no	no	0	0	0	0	0	0	0
FZD9	GRCh37	7	72848109	72850450	yes	no	no	0	0	0	0	0	0	0
BAZ1B	GRCh37	7	72854728	72936608	yes	no	no	0	0	0	0	0	0	0
MLXIPL	GRCh37	7	73007524	73038873	yes	no	no	0	0	0	0	0	0	0
DNAJC30	GRCh37	7	73095299	73097783	yes	no	no	0	0	0	0	0	0	0
ELN	GRCh37	7	73442119	73484237	yes	yes	no	0	0	0	0	0	0	0
LIMK1	GRCh37	7	73497263	73536855	yes	no	no	0	0	0	0	0	0	0
EIF4H	GRCh37	7	73588575	73611431	yes	no	no	0	0	0	0	0	0	0
RFC2	GRCh37	7	73645829	73668774	yes	no	no	0	0	0	0	0	0	0
CLIP2	GRCh37	7	73703805	73820273	yes	no	no	0	0	0	0	0	0	0
GTF2IRD1	GRCh37	7	73868120	74016931	yes	no	no	0	0	0	0	0	0	0
GTF2I	GRCh37	7	74071994	74175026	yes	no	no	0	0	0	0	0	0	0
NCF1	GRCh37	7	74188309	74203659	yes	no	yes	0	0	0	0	1	0	0
GTF2IRD2	GRCh37	7	74210483	74267847	yes	no	no	0	0	0	0	0	0	0
NCF1C	GRCh37	7	74572445	74587848	yes	no	no	0	0	0	0	0	0	0
PMS2P3	GRCh37	7	75132254	75157478	yes	no	no	0	0	0	0	0	0	0
HIP1	GRCh37	7	75162621	75368280	yes	yes	no	0	0	0	0	0	0	0
POR	GRCh37	7	75528518	75616173	yes	no	no	0	0	0	0	0	0	0
HSPB1	GRCh37	7	75931861	75933612	yes	no	no	0	0	0	0	0	0	0
PTPN12	GRCh37	7	77166592	77269388	yes	no	no	0	0	0	0	0	0	0
MAGI2	GRCh37	7	77646393	79082890	yes	no	no	0	0	0	0	0	0	0
CD36	GRCh37	7	79998891	80308593	yes	no	no	0	0	0	0	0	0	0
SEMA3C	GRCh37	7	80371854	80551675	no	no	yes	0	1	0	0	0	0	0
HGF	GRCh37	7	81328322	81399754	yes	no	yes	1	0	0	0	0	0	0
CACNA2D1	GRCh37	7	81575760	82073114	yes	no	no	0	0	0	0	0	0	0
PCLO	GRCh37	7	82383329	82792246	yes	no	no	0	0	0	0	0	0	0
SEMA3E	GRCh37	7	82993222	83278326	yes	no	no	0	0	0	0	0	0	0
SEMA3A	GRCh37	7	83585093	84122040	yes	no	no	0	0	0	0	0	0	0
GRM3	GRCh37	7	86273230	86494200	no	yes	no	0	0	0	0	0	0	0
ABCB4	GRCh37	7	87031013	87109751	yes	no	no	0	0	0	0	0	0	0
ABCB1	GRCh37	7	87133175	87342611	yes	no	yes	0	12	0	0	0	0	0
ADAM22	GRCh37	7	87563458	87832204	yes	no	no	0	0	0	0	0	0	0
SRI	GRCh37	7	87834433	87856308	yes	no	no	0	0	0	0	0	0	0
AKAP9	GRCh37	7	91570181	91739987	yes	yes	no	0	0	0	0	0	0	0
KRIT1	GRCh37	7	91828283	91875480	yes	no	no	0	0	0	0	0	0	0
GATAD1	GRCh37	7	92076767	92088150	yes	no	no	0	0	0	0	0	0	0
PEX1	GRCh37	7	92116334	92157845	yes	no	yes	1	0	1	0	0	0	0
CDK6	GRCh37	7	92234235	92465908	no	yes	no	0	0	0	0	0	0	0
SAMD9	GRCh37	7	92728829	92747336	yes	no	yes	0	0	1	0	0	0	0
CALCR	GRCh37	7	93053799	93204042	yes	no	no	0	0	0	0	0	0	0
COL1A2	GRCh37	7	94023873	94060544	yes	no	no	0	0	0	0	0	0	0
SGCE	GRCh37	7	94214542	94285521	yes	no	no	0	0	0	0	0	0	0
PEG10	GRCh37	7	94285637	94299007	yes	no	no	0	0	0	0	0	0	0
PPP1R9A	GRCh37	7	94536514	94925727	yes	no	no	0	0	0	0	0	0	0
PON1	GRCh37	7	94926988	95025673	yes	no	no	0	0	0	0	0	0	0
PON3	GRCh37	7	94989256	95025680	yes	no	no	0	0	0	0	0	0	0
PON2	GRCh37	7	95034175	95064510	yes	no	no	0	0	0	0	0	0	0
PDK4	GRCh37	7	95212811	95225803	yes	no	no	0	0	0	0	0	0	0
SLC25A13	GRCh37	7	95749532	95951459	yes	no	no	0	0	0	0	0	0	0
SHFM1	GRCh37	7	96110938	96339203	yes	no	no	0	0	0	0	0	0	0
DLX6	GRCh37	7	96634860	96640351	yes	no	no	0	0	0	0	0	0	0
DLX5	GRCh37	7	96649704	96654409	yes	no	no	0	0	0	0	0	0	0
ASNS	GRCh37	7	97481430	97501854	yes	no	yes	1	0	1	0	0	0	0
NPTX2	GRCh37	7	98246609	98259180	yes	no	no	0	0	0	0	0	0	0
TRRAP	GRCh37	7	98475556	98610866	yes	yes	no	0	0	0	0	0	0	0
ARPC1B	GRCh37	7	98971872	98992424	no	no	yes	1	0	0	0	0	0	0
CYP3A5	GRCh37	7	99245817	99277621	yes	no	yes	0	5	0	0	0	0	0
CYP3A7	GRCh37	7	99302660	99332819	yes	no	no	0	0	0	0	0	0	0
CYP3A4	GRCh37	7	99354604	99381888	yes	no	yes	0	1	0	0	0	0	0
GJC3	GRCh37	7	99520892	99527243	yes	no	no	0	0	0	0	0	0	0
MIR106B	GRCh37	7	99691616	99691697	yes	no	no	0	0	0	0	0	0	0
AP4M1	GRCh37	7	99699172	99707968	yes	no	no	0	0	0	0	0	0	0
GAL3ST4	GRCh37	7	99756867	99766373	yes	no	no	0	0	0	0	0	0	0
PCOLCE	GRCh37	7	100199800	100205798	yes	no	no	0	0	0	0	0	0	0
TFR2	GRCh37	7	100218039	100240402	yes	no	no	0	0	0	0	0	0	0
EPO	GRCh37	7	100318423	100321323	yes	no	no	0	0	0	0	0	0	0
ZAN	GRCh37	7	100331249	100395419	yes	no	no	0	0	0	0	0	0	0
ACHE	GRCh37	7	100487615	100494594	yes	no	no	0	0	0	0	0	0	0
MUC3A	GRCh37	7	100547187	100611118	yes	no	no	0	0	0	0	0	0	0
MUC3A	GRCh37	7	100547257	100550424	yes	no	no	0	0	0	0	0	0	0
SERPINE1	GRCh37	7	100770370	100782547	yes	no	no	0	0	0	0	0	0	0
AP1S1	GRCh37	7	100797678	100804877	yes	no	no	0	0	0	0	0	0	0
PLOD3	GRCh37	7	100849258	100861701	yes	no	no	0	0	0	0	0	0	0
CUX1	GRCh37	7	101458959	101927249	no	yes	no	0	0	0	0	0	0	0
S100A11P1	GRCh37	7	102902447	102902758	yes	no	no	0	0	0	0	0	0	0
SLC26A5	GRCh37	7	102993177	103086624	yes	no	no	0	0	0	0	0	0	0
RELN	GRCh37	7	103112231	103629963	yes	no	no	0	0	0	0	0	0	0
KMT2E	GRCh37	7	104654626	104754808	yes	no	no	0	0	0	0	0	0	0
COG5	GRCh37	7	106842000	107204959	yes	no	no	0	0	0	0	0	0	0
SLC26A4	GRCh37	7	107301080	107358254	yes	no	yes	1	0	1	0	0	0	0
SLC26A3	GRCh37	7	107405912	107443670	yes	no	no	0	0	0	0	0	0	0
DLD	GRCh37	7	107531415	107572175	yes	no	yes	1	0	1	0	0	0	0
LAMB1	GRCh37	7	107564244	107643700	yes	no	yes	1	0	0	0	0	0	0
NRCAM	GRCh37	7	107788068	108097161	yes	no	no	0	0	0	0	0	0	0
IMMP2L	GRCh37	7	110303110	111202573	yes	no	no	0	0	0	0	0	0	0
DOCK4	GRCh37	7	111366166	111846466	yes	no	no	0	0	0	0	0	0	0
IFRD1	GRCh37	7	112063023	112121072	yes	no	no	0	0	0	0	0	0	0
PPP1R3A	GRCh37	7	113516832	113715975	yes	no	no	0	0	0	0	0	0	0
FOXP2	GRCh37	7	113726382	114333827	yes	no	yes	1	0	0	0	0	0	0
CAV1	GRCh37	7	116164839	116201233	yes	no	no	0	0	0	0	0	0	0
MET	GRCh37	7	116312444	116438440	yes	yes	yes	1	0	0	0	0	0	0
CFTR	GRCh37	7	117105838	117356025	yes	no	yes	0	2	1	0	0	1	1
CTTNBP2	GRCh37	7	117350705	117514193	yes	no	no	0	0	0	0	0	0	0
KCND2	GRCh37	7	119913722	120390385	yes	no	no	0	0	0	0	0	0	0
TSPAN12	GRCh37	7	120427376	120498456	yes	no	no	0	0	0	0	0	0	0
AASS	GRCh37	7	121715701	121784334	yes	no	yes	1	0	0	0	0	0	0
