chrom	start	end	gene	bp_overlap_v4.2.1	percent_overlap_v4.2.1	bp_flanking_plus_segdups_overlap_hifiasm	percent_flanking_plus_segdups_overlap_hifiasm	flanking_breaks_in_dip_bed
3	49158547	49170551	LAMB2	11892	0.990669777	52004	1	0
3	49394609	49396033	GPX1	1424	1	41424	1	0
3	49396578	49450431	RHOA	47009	0.872913301	93853	1	0
3	49454211	49460186	AMT	5845	0.978242678	45975	1	0
3	49460379	49466759	NICN1	6167	0.96661442	46380	1	0
3	49506146	49573048	DAG1	60360	0.90221518	106902	1	0
3	49721380	49726934	MST1	5308	0.955707598	45554	1	0
3	49924435	49941299	MST1R	14345	0.850628558	56864	1	0
3	50229045	50233949	GNAT1	4802	0.979200653	44904	1	0
3	50263724	50296787	GNAI2	32297	0.976832108	73063	1	0
3	50337320	50349812	HYAL1	9576	0.766570605	52492	1	0
3	50378541	50384283	ZMYND10	5483	0.954893765	45742	1	0
3	50400233	50541675	CACNA2D2	138718	0.980741223	181442	1	0
3	50643921	50649262	CISH	5341	1	45341	1	0
3	50712672	51421629	DOCK3	689814	0.972998362	748957	1	0
3	52109269	52188706	POC1A	78837	0.992446845	119437	1	0
3	52255096	52273183	TLR9	18054	0.998175485	58087	1	0
3	52255097	52265206	TLR9	10109	1	50109	1	0
3	52321105	52329272	GLYCTK	8167	1	48167	1	0
3	52435029	52444366	BAP1	9094	0.97397451	49337	1	0
3	52485118	52488086	TNNC1	2968	1	42968	1	0
3	52579368	52719933	PBRM1	133809	0.951936826	180565	1	0
3	52846991	52865495	ITIH4	18457	0.997460009	58504	1	0
3	53122499	53164478	RFT1	41423	0.986755282	81979	1	0
3	53190025	53226733	PRKCD	35937	0.978996404	76708	1	0
3	53528683	53847760	CACNA1D	313475	0.982443109	359077	1	0
3	55499743	55523973	WNT5A	23577	0.973049938	64230	1	0
3	56591189	56655846	CCDC66	62402	0.965123653	104657	1	0
3	57231944	57260549	HESX1	28029	0.97986366	68605	1	0
3	57557090	57583947	ARF4	26448	0.984771196	66857	1	0
3	57994127	58157982	FLNB	158546	0.967599402	203855	1	0
3	58177984	58200424	DNASE1L3	21157	0.942825312	62440	1	0
3	58413357	58419584	PDHB	5665	0.909747872	46227	1	0
3	59735036	61237133	FHIT	1473978	0.98128017	1542097	1	0
3	62355356	62359999	FEZF2	4540	0.977816067	44643	1	0
3	63850233	63989138	ATXN7	136692	0.984068248	178905	1	0
3	64079543	64431152	PRICKLE2	346068	0.984241018	391609	1	0
3	69156023	69172183	LMOD3	16003	0.990284653	56160	1	0
3	69788586	70017488	MITF	220998	0.965469939	268902	1	0
3	71003844	71633140	FOXP1	612797	0.973781813	669296	1	0
3	71820807	71834357	PROK2	13424	0.990701107	53550	1	0
3	75955846	77699115	ROBO2	1620808	0.929752092	1798526	1	0
3	78646390	79816965	ROBO1	1151485	0.983691775	1210575	1	0
3	81538850	81811312	GBE1	269813	0.990277543	312462	1	0
3	87276421	87304698	CHMP2B	28277	1	68277	1	0
3	87308554	87325737	POU1F1	16906	0.983879416	57183	1	0
3	89156674	89531284	EPHA3	363965	0.97158378	414610	1	0
3	93591881	93692910	PROS1	97520	0.965267398	185450	1	0
3	93698983	93774512	ARL13B	73072	0.967469449	117101	1	0
3	97483365	97519953	ARL6	36457	0.996419591	76588	1	0
3	97806017	97806946	OR5AC2	929	1	40929	1	0
3	97983088	97984200	OR5H6	1112	1	41112	1	0
3	98239976	98312567	CPOX	71852	0.989819675	112591	1	0
3	98451080	98540045	ST3GAL6	87519	0.983746417	128965	1	0
3	99979844	100044095	TBC1D23	63348	0.985945744	104251	1	0
3	100428205	100467810	TFG	39045	0.985860371	79605	1	0
3	100468000	100712359	ABI3BP	238333	0.975339562	284359	1	0
3	100941390	101039404	IMPG2	96647	0.986053013	138014	1	0
3	101399935	101405626	RPL24	5461	0.95958531	45691	1	0
3	101546835	101579866	NFKBIZ	32348	0.979322455	73031	1	0
3	105374305	105588396	CBLB	211816	0.989373678	254091	1	0
3	110788918	110994410	PVRL3	203413	0.989882818	245492	1	0
3	111011566	111384597	CD96	369857	0.991491324	413031	1	0
3	112051194	112081659	CD200	30087	0.987592319	70465	1	0
3	112929850	113006303	BOC	75718	0.99038625	116453	1	0
3	113847499	113918254	DRD3	67575	0.95505618	110755	1	0
3	113953483	113956425	ZNF80	2834	0.963290279	42942	1	0
3	115342171	115440337	GAP43	95138	0.96915429	138166	1	0
3	118930579	118959950	B4GALT4	29058	0.98934323	69371	1	0
3	119013220	119139561	ARHGAP31	124419	0.984787203	166341	1	0
3	119243140	119278449	CD80	34963	0.990200799	75309	1	0
3	119499331	119537332	NR1I2	37374	0.983500434	78001	1	0
3	120347020	120401418	HGD	53643	0.986120813	94398	1	0
3	121150278	121264853	POLQ	109192	0.953017674	154575	1	0
3	121488610	121553926	IQCB1	64827	0.99251332	105316	1	0
3	121706170	121741051	ILDR1	34114	0.978010952	74881	1	0
3	121774213	121839983	CD86	65246	0.992032842	105770	1	0
3	121902530	122005342	CASR	100702	0.979477104	142812	1	0
3	122044091	122060819	CSTA	15460	0.924198948	56728	1	0
3	122140796	122233792	KPNA1	91184	0.980515291	132996	1	0
3	122513642	122599986	DIRC2	85038	0.984874456	126344	1	0
3	123001143	123168605	ADCY5	163483	0.976239386	207462	1	0
3	123328896	123603178	MYLK	271563	0.990086845	314282	1	0
3	124449213	124464040	UMPS	14827	1	54827	1	0
3	126200124	126236616	UROC1	33287	0.912172531	76492	1	0
3	127407909	127542051	MGLL	131167	0.97782201	174142	1	0
3	127783621	127872757	RUVBL1	86704	0.97271585	129136	1	0
3	128198270	128212028	GATA2	13641	0.991495857	53758	1	0
3	128338817	128399918	RPN1	43560	0.712917956	101101	1	0
3	128444965	128533639	RAB7A	85987	0.969697995	128674	1	0
3	128598439	128634910	ACAD9	35854	0.983082449	76471	1	0
3	128779610	128781249	GP9	1639	1	41639	1	0
3	128888327	128902765	CNBP	13737	0.951447569	54438	1	0
3	129149787	129158878	MBD4	9091	1	49091	1	0
3	129158968	129239198	IFT122	76452	0.952910383	120230	1	0
3	129247483	129254012	RHO	6400	0.980241997	46529	1	0
3	129931666	129992649	COL6A4P2	59515	0.975927718	251378	0.852877611	0
3	130569439	130735556	ATP2C1	161326	0.971158882	206117	1	0
3	131181056	131221827	MRPL3	40202	0.986044002	80771	1	0
3	132276982	132379567	ACAD11	96314	0.938870205	142585	1	0
3	132276986	132441303	NPHP3	155533	0.946542354	204317	1	0
3	133118839	133194066	BFSP2	66034	0.877796536	115227	1	0
3	133464800	133497850	TF	32810	0.992738275	73050	1	0
3	133651540	133771028	SLCO2A1	116205	0.972524438	159488	1	0
3	134204585	134293859	CEP63	87361	0.978571589	129274	1	0
3	135969148	136056738	PCCB	73070	0.834227652	127590	1	0
3	136055077	136471220	STAG1	399633	0.960326138	456143	1	0
3	136537489	136574734	SLC35G2	34954	0.938488388	77245	1	0
3	136665072	136729927	IL20RB	64033	0.987325572	104855	1	0
3	137842560	137851229	A4GNT	8235	0.949936556	48669	1	0
3	138372860	138553780	PIK3CB	172875	0.955532832	220920	1	0
3	138663066	138665982	FOXL2	2916	1	42916	1	0
3	138724648	139076065	MRPS22	343857	0.978487097	391417	1	0
3	142168077	142297668	ATR	126733	0.977945999	169591	1	0
3	142984064	143567373	SLC9A9	565392	0.969283862	623309	1	0
3	145787227	145881440	PLOD2	91979	0.976287773	134213	1	0
3	147103833	147124647	ZIC4	20604	0.989910637	60814	1	0
3	147111209	147228080	ZIC1	114600	0.980568319	156871	1	0
3	148415571	148460795	AGTR1	44951	0.993963382	85224	1	0
3	148709128	148745419	GYG1	35511	0.978507068	76291	1	0
3	148847371	148891519	HPS3	43415	0.983396756	84148	1	0
3	148880197	148939842	CP	58315	0.9777014	99645	1	0
3	149235022	149454501	WWTR1	212720	0.969204343	259479	1	0
3	150570271	150798513	CLRN1-AS1	224227	0.982409022	268242	1	0
3	150643950	150690786	CLRN1	46151	0.985374498	86836	1	0
3	151055168	151102600	P2RY12	46069	0.971264125	87432	1	0
3	151451704	151479127	AADACL2	27218	0.992524523	67423	1	0
3	151531825	151546276	AADAC	13965	0.966369109	54451	1	0
3	151961617	152183569	MBNL1	208498	0.93938329	261952	1	0
3	154741913	154901497	MME	157139	0.984678915	199584	1	0
3	155538813	155572218	SLC33A1	32325	0.967669511	73405	1	0
3	155588325	155661815	GMPS	72371	0.984773439	113490	1	0
3	155755490	156256545	KCNAB1	494129	0.986177166	541055	1	0
3	157814948	157824292	SHOX2	9217	0.98640839	49344	1	0
3	157823644	158263519	RSRC1	430544	0.978787155	479875	1	0
3	158288952	158325041	MLF1	33804	0.936684308	76089	1	0
3	158362067	158410364	GFM1	47297	0.97929478	88297	1	0
3	159974774	160117668	IFT80	140504	0.983274315	182894	1	0
3	160801671	160823172	B3GALNT1	21501	1	61501	1	0
3	164696686	164796283	SI	98161	0.985581895	139597	1	0
3	165490692	165555260	BCHE	63796	0.988043613	104568	1	0
3	167159577	167196792	SERPINI2	36683	0.985704689	77215	1	0
3	167401086	167452727	PDCD10	51213	0.991712012	91641	1	0
3	167453031	167543356	SERPINI1	89953	0.995881539	130325	1	0
3	168801287	169381406	MECOM	568900	0.980660864	620119	1	0
3	169482308	169482848	TERC	540	1	40540	1	0
3	170714137	170744539	SLC2A2	30044	0.988224459	70402	1	0
3	172162923	172166246	GHSR	3323	1	44271	1	0
3	172607148	172859058	SPATA16	249448	0.990226668	291910	1	0
3	173114074	174004434	NLGN1	858344	0.964041511	930360	1	0
3	176737143	176915261	TBL1XR1	173753	0.975493774	218118	1	0
3	178865902	178957881	PIK3CA	90950	0.988812664	132435	1	0
3	179116990	179169378	GNB4	51640	0.985721921	92388	1	0
3	180320646	180588793	CCDC39	262443	0.978728086	308147	1	0
3	180701497	180707562	DNAJC19	5861	0.966364386	46065	1	0
3	181429714	181432221	SOX2	2405	0.959313921	42507	1	0
3	182733006	182833863	MCCC1	97168	0.963423461	140857	1	0
3	182971032	183016292	B3GNT5	44521	0.983672117	85260	1	0
3	183353356	183402265	KLHL24	47119	0.963401419	88909	1	0
3	183547173	183602721	PARL	53285	0.959260459	95548	1	0
3	183770835	183778459	HTR3C	7520	0.986358867	47624	1	0
3	183852826	183863915	EIF2B5	9816	0.885201551087	51089	1	0
3	183960089	183967336	ALG3	6941	0.957775631	47247	1	0
3	183967438	184010819	ECE2	40542	0.934556603	83381	1	0
3	184032283	184053146	EIF4G1	20433	0.97938935	60863	1	0
3	184063973	184079439	CLCN2	15343	0.992047071	55466	1	0
3	184089723	184095932	THPO	6103	0.982928008	46209	1	0
3	184097861	184108524	CHRD	10018	0.939510457	50663	1	0
3	184908412	184999778	EHHADH	86221	0.943688024	131366	1	0
3	185000729	185206885	MAP3K13	195619	0.948888221	246156	1	0
3	185224050	185270401	LIPH	43331	0.934844987	89466	1	0
3	185361527	185542844	IGF2BP2	176512	0.973499451	221317	1	0
3	185764097	185828107	ETV5	63195	0.987267614	104010	1	0
3	186256230	186264491	CRYGS	8261	1	48261	1	0
3	186330712	186339107	AHSG	8395	1	48395	1	0
3	186378005	186396029	HRG	17748	0.984687084	58024	1	0
3	186435065	186461743	KNG1	18702	0.701027063	66678	1	0
3	186500994	186507689	EIF4A2	6695	1	48587	1	0
3	186560463	186576252	ADIPOQ	15585	0.987079612	55789	1	0
3	186648274	186796341	ST6GAL1	143479	0.969014027	188067	1	0
3	186935942	187009810	MASP1	73393	0.993569611	113868	1	0
3	187439165	187463515	BCL6	24067	0.988377823	64350	1	0
3	187871072	188608460	LPP	718903	0.974931786	777388	1	0
3	189349205	189615068	TP63	260775	0.980862324	305863	1	0
3	189674517	189840226	LEPREL1	155419	0.937903192	205709	1	0
3	190023490	190040264	CLDN1	16774	1	56774	1	0
3	190040330	190129932	CLDN16	86465	0.964989621	129602	1	0
3	191046866	191116459	CCDC50	68766	0.988116621	109593	1	0
3	192514604	192635950	MB21D2	118867	0.979570814	161346	1	0
3	193119866	193310900	ATP13A4	186296	0.975198132	231034	1	0
3	193310933	193415612	OPA1	103288	0.986711757	144679	1	0
3	195295573	195311076	APOD	15074	0.972327937	55503	1	0
3	195473636	195539148	MUC4	33107	0.505357797	81356	0.727737873	1
3	195754054	195809060	TFRC	51043	0.927953314	121856	0.708386864	1
3	196046213	196065374	TM4SF19	17237	0.899587704	59161	1	0
3	196195654	196230639	RNF168	34283	0.979934258	74985	1	0
3	196466728	196559518	PAK2	86902	0.936544886	132597	0.998546577	1
3	196673214	196695931	PIGZ	22054	0.970814808	62717	1	0
3	197398264	197476598	KIAA0226	73125	0.933502694	151935	1	0
3	197676858	197683481	RPL35A	6521	0.984599124	46623	1	0
4	331603	378653	ZNF141	42276	0.898533475	87050	1	0
4	619373	664571	PDE6B	38920	0.861100049	85198	1	0
4	843064	926161	GAK	71183	0.85662539	123097	1	0
4	972861	987228	SLC26A1	14264	0.992830793	54367	1	0
4	980785	998316	IDUA	16388	0.934801209	57531	1	0
4	1003724	1020685	FGFRL1	13676	0.806320382	56961	1	0
4	1050038	1107350	RNF212	50792	0.886236739	97312	1	0
4	1341054	1381837	UVSSA	38222	0.937204227	80783	1	0
4	1694527	1714282	SLBP	18804	0.951860289	59755	1	0
4	1795034	1810599	FGFR3	15565	1	55565	1	0
4	1813206	1857974	LETM1	40327	0.900799678	84768	1	0
4	1873151	1983934	WHSC1	107635	0.971584088	150783	1	0
4	1984441	2043630	NELFA	57041	0.963709473	99189	1	0
4	2061239	2070816	NAT8L	9057	0.945703247	50677	1	0
4	2794750	2842825	SH3BP2	45712	0.950847634	88075	1	0
4	2845584	2931803	ADD1	83526	0.968765585	126219	1	0
4	2965335	3042474	GRK4	74438	0.964985286	117139	1	0
4	3076408	3245676	HTT	164497	0.971813928	209268	1	0
4	3465033	3503200	DOK7	33515	0.878114602	78167	1	0
4	3508103	3534286	LRPAP1	23101	0.882290036	53469	0.68884709	0
4	3768075	3770251	ADRA2C	2065	0.948988971	42176	1	0
4	4861393	4865663	MSX1	4124	0.965807963	44270	1	0
4	5544499	5711275	EVC2	164550	0.986652756	206776	1	0
4	5712924	5830772	EVC	113313	0.961518227	157848	1	0
4	6271576	6304992	WFS1	32221	0.964238688	73416	1	0
4	6322305	6565327	PPP2R2C	234318	0.964184313	283022	1	0
4	6783102	6885897	KIAA0232	99080	0.96386011	142795	1	0
4	8594387	8621488	CPZ	25559	0.943101731	50165	0.747604358	1
4	8847802	8873543	HMX1	0	0	65741	1	0
4	9772777	10056560	SLC2A9	277048	0.976267077	742522	0.987503957	0
4	9783258	9785632	DRD5	2353	0.99115417	471594	0.98046529	0
4	13542454	13546674	NKX3-2	4220	1	44220	1	0
4	15471489	15603180	CC2D2A	130347	0.989794291	171691	1	0
4	15779898	15854853	CD38	71711	0.956720699	114955	1	0
4	15964699	16086001	PROM1	119113	0.981954131	161302	1	0
4	17461884	17513857	QDPR	51174	0.984626633	91973	1	0
4	20730239	21950422	KCNIP4	1181987	0.968696499	1260183	1	0
4	24791534	24802464	SOD3	10540	0.96431839	50930	1	0
4	25000469	25032501	LGI2	31566	0.985452048	72032	1	0
4	25121627	25162204	SEPSECS	40100	0.988244572	80577	1	0
4	25656923	25680370	SLC34A2	23133	0.986608095	63447	1	0
4	26165077	26436541	RBPJ	261128	0.96192497	311464	1	0
4	26483022	26492084	CCKAR	9018	0.99514456	49062	1	0
4	38792298	38858438	TLR1	63336	0.95760508	106140	1	0
4	38825336	38858438	TLR6	32520	0.982417981	73102	1	0
4	39184024	39287430	WDR19	100518	0.972071253	143406	1	0
4	39460620	39479273	LIAS	18307	0.981450705	58653	1	0
4	40058446	40159872	N4BP2	97192	0.95825528	141426	1	0
4	40192673	40248587	RHOH	55033	0.98424366	95914	1	0
4	40337346	40357234	CHRNA9	19658	0.988435237	59888	1	0
4	40751914	40812002	NSUN7	58251	0.969428172	100088	1	0
4	40812044	41218731	APBB2	395830	0.973303794	446687	1	0
4	41258430	41270472	UCHL1	11909	0.988955323	52042	1	0
4	41746099	41750987	PHOX2B	4864	0.995090016	44888	1	0
4	42895284	43032675	GRXCR1	136074	0.990414219	177391	1	0
4	46037786	46126098	GABRG1	87043	0.985630492	128312	1	0
4	46250444	46477247	GABRA2	222879	0.982698642	266803	1	0
4	47487305	47595503	ATP10D	106864	0.987670752	148198	1	0
4	47596015	47840123	CORIN	232444	0.952217871	284108	1	0
4	47937994	48018689	CNGA1	78937	0.978214264	120695	1	0
4	48137800	48271881	TEC	130710	0.974858481	174081	1	0
4	52886872	52904648	SGCB	17031	0.958089559	57776	1	0
4	53457138	53525502	USP46	67502	0.987391025	108364	1	0
4	54243810	55161439	FIP1L1	898038	0.978650413	957629	1	0
4	54875956	54930857	CHIC2	53737	0.9787982	94901	1	0
4	55095264	55164414	PDGFRA	67272	0.972841649	109150	1	0
4	55524085	55606881	KIT	81836	0.988405237	122796	1	0
4	55944644	55991756	KDR	47009	0.99781372	87112	1	0
4	56212276	56239263	SRD5A3	25841	0.957535109	66987	1	0
4	56262124	56319564	TMEM165	54465	0.948206825	97440	1	0
4	56294070	56413305	CLOCK	117278	0.983587034	159235	1	0
4	56461396	56502865	NMU	40319	0.972268441	81469	1	0
4	56815037	56899529	CEP135	83460	0.987785826	124492	1	0
4	57333081	57369839	SRP72	36368	0.989390065	76758	1	0
4	57896939	57976551	IGFBP7	78441	0.985291162	119612	1	0
4	66185281	66536213	EPHA5	344559	0.981839787	390932	1	0
4	68605046	68620078	GNRHR	14928	0.993081426	55032	1	0
4	69402902	69434245	UGT2B17	25940	0.827617012	4864	0.058183906	0
4	69512348	69536346	UGT2B15	22466	0.936161347	68350	0.999312835	0
4	69681711	69696914	UGT2B10	15042	0.989409985	97973	1	0
4	69917081	69978705	UGT2B7	59004	0.957484097	189167	0.923770736	0
4	70146217	70160768	UGT2B28	9276	0.63748196	0	0	0
4	70345883	70391732	UGT2B4	44673	0.974350586	85849	1	0
4	70454135	70518965	UGT2A1	55403	0.854588925	104830	1	0
4	70454135	70505360	UGT2A2	41901	0.817979502	91225	1	0
4	70796799	70812289	CSN1S1	15388	0.993415107	55490	1	0
4	70820974	70826725	CSN2	5751	1	45751	1	0
4	70894130	70902255	HTN3	8000	0.984615385	50825	1	0
4	71062213	71070293	ODAM	8080	1	48080	1	0
4	71296209	71348714	MUC7	51536	0.981544615	92505	1	0
4	71457973	71473005	AMBN	15032	1	55032	1	0
4	71494461	71552533	ENAM	56871	0.979318777	98072	1	0
4	71858255	71896631	DCK	37827	0.985694184	78376	1	0
4	72053003	72437804	SLC4A4	381634	0.991769772	424801	1	0
4	72897521	73013784	NPFFR2	114019	0.980698933	156263	1	0
4	74262831	74287129	ALB	24196	0.995802124	64298	1	0
4	74296855	74321891	AFP	23272	0.92954146	65036	1	0
4	74861359	74864496	CXCL5	3137	1	43137	1	0
4	76481258	76491095	C4orf26	9688	0.984853106	49837	1	0
4	77079890	77135046	SCARB2	54937	0.996029444	95156	1	0
4	77356253	77704406	SHROOM3	342709	0.984363197	388153	1	0
4	78978724	79465423	FRAS1	470269	0.966241969	526699	1	0
4	80822303	81046608	ANTXR2	217646	0.970312744	264305	1	0
4	81187753	81257834	FGF5	69555	0.992494399	110081	1	0
4	81952119	81978685	BMP3	26206	0.986448844	66566	1	0
4	82009837	82136218	PRKG2	125392	0.992174457	166381	1	0
4	84182689	84206067	COQ2	23096	0.987937377	63378	1	0
4	84382092	84444501	FAM175A	59355	0.95106475	102409	1	0
4	85590704	85887544	WDFY3	293462	0.988620132	336840	1	0
4	86396267	86923823	ARHGAP24	512488	0.971438103	567556	1	0
4	86936276	87515284	MAPK10	570179	0.984751506	607236	0.980982475	1
4	87515468	87736324	PTPN13	208765	0.945253921	260856	1	0
4	87856154	88062206	AFF1	197027	0.956200377	246052	1	0
4	88529681	88538062	DSPP	5156	0.61520105	48381	1	0
4	88571459	88585513	DMP1	13418	0.95474598	54054	1	0
4	88896819	88904562	SPP1	7575	0.978302983	47743	1	0
4	88928820	88998929	PKD2	69275	0.988104238	110109	1	0
4	89011416	89152474	ABCG2	135101	0.957769145	181058	1	0
4	89178772	89205921	PPM1K	25928	0.955025968	67149	1	0
4	90645250	90759466	SNCA	112281	0.983058416	154216	1	0
4	93225550	94695707	GRID2	1425211	0.969427755	1510157	1	0
4	95128762	95212443	SMARCAD1	82122	0.981369726	123681	1	0
4	95679119	96079599	BMPR1B	390963	0.976236017	440480	1	0
4	96083655	96470357	UNC5C	379850	0.98228093	426702	1	0
4	99182535	99365012	RAP1GDS1	180037	0.986628452	222477	1	0
4	99792835	99851788	EIF4E	51880	0.880023069	95640	0.966519459	1
4	100044808	100078949	ADH4	32208	0.943381858	74141	1	0
4	100226121	100242558	ADH1B	16297	0.991482631	56437	1	0
4	100257649	100274184	ADH1C	15986	0.966797702	56535	1	0
4	100333418	100356894	ADH7	23324	0.993525302	63476	1	0
4	100484918	100545156	MTTP	58589	0.972625253	100238	1	0
4	101944566	102269435	PPP3CA	316663	0.974740588	364869	1	0
4	102332443	102995969	BANK1	649289	0.978543418	703526	1	0
4	103552660	103682151	MANBA	127261	0.982778726	169491	1	0
4	103790135	103810399	CISD2	20037	0.988797868	127323	1	0
4	104507188	104640973	TACR3	128702	0.962006204	173785	1	0
4	106067032	106200973	TET2	132371	0.988278421	173941	1	0
4	106962756	107242652	TBCK	266993	0.953900735	319896	1	0
4	107236701	107270383	AIMP1	32818	0.974348317	73682	1	0
4	108852525	108874613	CYP2U1	21768	0.985512495	62088	1	0
4	108910870	108956331	HADH	45057	0.991113262	85461	1	0
4	108968701	109090112	LEF1	118334	0.974656333	161411	1	0
4	109663196	109684210	ETNPPL	20256	0.963928809	61014	1	0
4	110661852	110723335	CFI	58196	0.946538067	101483	1	0
4	110749150	110765760	RRH	16199	0.97525587	56610	1	0
4	110769358	110793471	LRIT3	23868	0.989839506	64113	1	0
4	110834040	110933422	EGF	98207	0.988176933	139382	1	0
4	111538579	111563279	PITX2	24488	0.991417004	64700	1	0
4	113558120	113578748	LARP7	20421	0.989965096	60628	1	0
4	113739265	114304896	ANK2	554813	0.980874457	605631	1	0
4	115519611	115599380	UGT8	78579	0.985081924	113726	0.94954454	1
4	115748919	116035032	NDST4	280365	0.979910036	326113	1	0
4	118954773	119179803	NDST3	222111	0.987028396	265030	1	0
4	119201193	119274158	PRSS12	72663	0.995861029	112965	1	0
4	120056939	120108944	MYOZ2	51235	0.985193731	92005	1	0
4	120238405	120243545	FABP2	5140	1	174026	1	0
4	121606074	121844025	PRDM5	234513	0.985551647	277951	1	0
4	122589110	122618268	ANXA5	28377	0.973214898	69158	1	0
4	122745595	122791652	BBS7	44589	0.968126452	86057	1	0
4	122800182	122872909	TRPC3	71684	0.985658696	112727	1	0
4	123372625	123377880	IL2	5255	1	45255	1	0
4	123653857	123666098	BBS12	11992	0.979658525	52241	1	0
4	123747863	123819391	FGF2	70994	0.992534392	111528	1	0
4	123844229	124240605	SPATA5	380044	0.958796698	436376	1	0
4	126237554	126414087	FAT4	174979	0.991197113	216533	1	0
4	128838960	128887150	MFSD8	47156	0.978543266	88190	1	0
4	129786076	130014764	SCLT1	225631	0.986632442	268688	1	0
4	135117488	135122903	PABPC4L	5415	1	45415	1	0
4	138440072	138453648	PCDH18	13576	1	53576	1	0
4	139085251	139163503	SLC7A11	77284	0.987629709	118252	1	0
4	140374386	140397763	RAB33B	22631	0.968088292	63377	1	0
4	140586922	140661899	MGST2	73164	0.975819251	114977	1	0
4	141480588	141489959	UCP1	9371	1	49371	1	0
4	144498455	144621828	FREM3	122733	0.994812479	163373	1	0
4	144792020	144826716	GYPE	0	0	86309	0.312786298	0
4	144917257	145061844	GYPB	0	0	147136	0.436912606	1
4	145030457	145061904	GYPA	0	0	147196	0.437012912	0
4	146402346	146479231	SMAD1	73408	0.954776614	116885	1	0
4	146539415	146581187	MMAA	41437	0.991980274	81772	1	0
4	148402069	148466106	EDNRA	62738	0.979714852	104037	1	0
4	148999913	149365850	NR3C2	358603	0.979958299	405937	1	0
4	151185594	151936879	LRBA	711559	0.947122597	791285	1	0
4	153242410	153457253	FBXW7	212309	0.988205341	254843	1	0
4	153539784	153601317	TMEM154	60276	0.979571937	101533	1	0
4	154622652	154626851	TLR2	4199	1	44199	1	0
4	155484108	155492238	FGB	8009	0.985116851	48130	1	0
4	155504278	155511918	FGA	7640	1	47640	1	0
4	155525286	155534119	FGG	8833	1	48833	1	0
4	155548097	155674270	LRAT	123762	0.980891316	166173	1	0
4	156129781	156138230	NPY2R	8346	0.987809208	48449	1	0
4	156775890	156841558	TDO2	64233	0.978147652	105668	1	0
4	157997209	158093242	GLRB	95125	0.990544917	136033	1	0
4	159593277	159630775	ETFDH	36294	0.967891621	77498	1	0
4	164245113	164265984	NPY1R	20554	0.984811461	60871	1	0
4	166248775	166264312	MSMO1	15202	0.978438566	55537	1	0
4	166282346	166419472	CPE	134324	0.979566238	177126	1	0
4	166794410	167025047	TLL1	226474	0.981949991	270637	1	0
4	169418217	169849608	PALLD	421655	0.977431147	471391	1	0
4	170314426	170533780	NEK1	214171	0.976371527	259354	1	0
4	170533784	170644824	CLCN3	106948	0.963148415	185240	1	0
4	172733405	173962710	GALNTL6	1188215	0.966574609	1269305	1	0
4	174089904	174245118	GALNT7	152665	0.983577512	195214	1	0
4	174446120	174451380	HAND2	5134	0.976045627	45260	1	0
4	175411328	175444305	HPGD	32544	0.986869636	72977	1	0
4	178351924	178363657	AGA	11538	0.98338021	51733	1	0
4	183065140	183724177	TENM3	641907	0.974007529	699037	1	0
4	183811213	183839089	DCTD	27636	0.991390443	67876	1	0
4	185548850	185570663	CASP3	21477	0.984596342	61813	1	0
4	186064395	186071536	SLC25A4	7141	1	47141	1	0
4	186422851	186456766	PDLIM3	29579	0.872150966	73915	1	0
4	186990306	187009223	TLR3	18701	0.988581699	58917	1	0
4	187112674	187134610	CYP4V2	21295	0.970778629	61936	1	0
4	187130133	187179625	KLKB1	47058	0.950820335	89492	1	0
4	187187099	187210835	F11	23612	0.994775868	63736	1	0
4	187454809	187476721	MTNR1A	20132	0.918765973	61912	1	0
4	187508937	187647876	FAT1	123770	0.890822591	178939	1	0
4	191005267	191007077	DUX4	0	0	190191	0.767824918	0
5	218356	256815	SDHA	32139	0.835669154	103922	0.969991693	1
5	1201710	1225232	SLC6A19	21561	0.916631239	63522	1	0
5	1225470	1246304	SLC6A18	17376	0.834021311	60834	1	0
5	1253262	1295184	TERT	29184	0.696149993	81922	1	0
5	1392909	1445545	SLC6A3	47096	0.894748841	92636	1	0
5	1801514	1816719	NDUFS6	14406	0.947451496	55205	1	0
5	1877541	1887350	IRX4	9370	0.955245183	49809	1	0
5	6599352	6633404	NSUN2	32974	0.968342535	74052	1	0
5	7851299	7906138	MTRR	53811	0.981254217	94839	1	0
5	10250033	10266524	CCT5	16219	0.983506155	56491	1	0
5	10971952	11904155	CTNND2	904361	0.970133115	968524	0.996215811	1
5	13690440	13944652	DNAH5	244264	0.960867308	294212	1	0
5	14143811	14532235	TRIO	377849	0.972774597	428424	1	0
5	14704910	14871887	ANKH	163242	0.97763165	206977	1	0
5	16473147	16617167	FAM134B	140604	0.976281072	184020	1	0
5	23507264	23528706	PRDM9	20071	0.936060069	61442	1	0
5	24487209	24645087	CDH10	155069	0.982207781	197878	1	0
5	31400604	31532303	DROSHA	129206	0.981070471	171699	1	0
5	33944721	33984835	SLC45A2	39470	0.983945755	80114	1	0
5	33986283	34008220	AMACR	21937	1	61937	1	0
5	34998206	35048198	AGXT2	48532	0.970795327	89992	1	0
5	35048861	35230794	PRLR	179185	0.984895538	221933	1	0
5	35617946	35814713	SPEF2	190834	0.969847586	236767	1	0
5	35852797	35879705	IL7R	26806	0.996209306	66908	1	0
