chrom	start	end	gene	bp_overlap_v4.2.1	percent_overlap_v4.2.1	bp_flanking_plus_segdups_overlap_hifiasm	percent_flanking_plus_segdups_overlap_hifiasm	flanking_breaks_in_dip_bed
chr12	8913896	8941467	PHC1	27077	0.982082623	67571	1	0
chr12	9067664	9116229	A2M	48359	0.995758262	88828	1	0
chr12	10116777	10130258	CLEC7A	13276	0.984793413	53481	1	0
chr12	10158301	10172138	OLR1	13590	0.98214931	53837	1	0
chr12	11061365	11062294	TAS2R46	0	0	40929	1	0
chr12	11091287	11092313	TAS2R45	0	0	40329	0.921405561	1
chr12	11351823	11395566	PRB1	41634	0.951786572	118008	1	0
chr12	11649674	11895377	ETV6	240114	0.977253025	285703	1	0
chr12	12116025	12267044	LRP6	146333	0.968970792	191019	1	0
chr12	12715058	12722369	CDKN1B	7203	0.985227739	47311	1	0
chr12	13437942	13981957	GRIN2B	534956	0.983347886	584015	1	0
chr12	14612632	14696599	GUCY2C	82836	0.986530423	123967	1	0
chr12	14825569	14843526	ART4	17957	1	57957	1	0
chr12	14880864	14885857	MGP	4993	1	44993	1	0
chr12	14973042	14981865	PDE6H	8720	0.988325966	48823	1	0
chr12	15322257	15602175	PTPRO	274584	0.980944419	319918	1	0
chr12	15620134	15882329	EPS8	259329	0.989069204	302195	1	0
chr12	18683169	18738100	PLCZ1	54013	0.983288125	94931	1	0
chr12	20695355	20753386	SLCO1C1	56091	0.966569592	98031	1	0
chr12	20810702	20916911	SLCO1B3	103171	0.971396021	146209	1	0
chr12	21131194	21239796	SLCO1B1	107343	0.988407212	148602	1	0
chr12	21264600	21419594	SLCO1A2	153368	0.989509271	194994	1	0
chr12	21354959	21379980	IAPP	24792	0.990847688	65021	1	0
chr12	21437615	21471250	PYROXD1	31444	0.934859521	73635	1	0
chr12	21468910	21501669	RECQL	31727	0.968497207	72759	1	0
chr12	21536107	21604847	GYS2	67767	0.985845214	108740	1	0
chr12	21635342	21757857	LDHB	120805	0.986042525	162515	1	0
chr12	21764955	21775600	KCNJ8	10302	0.9677783	50645	1	0
chr12	21797401	21942529	ABCC9	142156	0.979521526	185128	1	0
chr12	22063773	22437041	ST8SIA1	348363	0.933278502	413268	1	1
chr12	22625075	22690665	ETNK1	64933	0.989983229	105590	1	0
chr12	23529504	24562544	SOX5	992394	0.960653992	1073040	1	0
chr12	24810024	24949101	BCAT1	132735	0.954399362	179077	1	0
chr12	25205246	25250936	KRAS	44152	0.966338367	85690	1	0
chr12	26121991	26299290	SSPN	170761	0.96312444	217299	1	0
chr12	27243968	27325959	STK38L	79606	0.970911442	121991	1	0
chr12	27523431	27695564	PPFIBP1	167873	0.975251695	212133	1	0
chr12	27958084	27972733	PTHLH	13885	0.947846269	54649	1	0
chr12	31073860	31104799	DDX11	30144	0.974304276	137829	1	0
chr12	32399529	32646050	FGD4	237777	0.964530405	286521	1	0
chr12	32679200	32745650	DNM1L	62956	0.947419112	106450	1	0
chr12	32727490	32755897	YARS2	27964	0.984405252	68407	1	0
chr12	32790755	32896777	PKP2	101919	0.961300485	146022	1	0
chr12	34022468	34029694	ALG10	7217	0.998754498	95230	1	0
chr12	38316762	38329721	ALG10B	12153	0.937803843	99534	1	0
chr12	39293228	39443390	KIF21A	147625	0.983104913	190162	1	0
chr12	40196744	40369285	LRRK2	164840	0.95536713	212541	1	0
chr12	40692439	41072415	CNTN1	368858	0.970740257	419976	1	0
chr12	42456757	42590355	PRICKLE1	129457	0.969004027	173598	1	0
chr12	43758944	43789543	IRAK4	30266	0.989117291	70599	1	0
chr12	45215987	45440404	ANO6	221779	0.988245097	264417	1	0
chr12	45729706	45908040	ARID2	176464	0.989514058	218334	1	0
chr12	47841537	47943048	VDR	98140	0.966791776	141511	1	0
chr12	47972967	48004554	COL2A1	31485	0.996770823	71587	1	0
chr12	48105139	48146404	PFKM	41056	0.994935175	81265	1	0
chr12	48766194	48789037	ADCY6	22572	0.988136409	62843	1	0
chr12	48965340	48971735	WNT10B	6022	0.941673182	46395	1	0
chr12	48978322	48982620	WNT1	4298	1	44298	1	0
chr12	49018975	49059774	KMT2D	39972	0.979729895	80799	1	0
chr12	49086656	49094801	DHH	8043	0.98747698	48145	1	0
chr12	49184795	49189080	TUBA1A	4178	0.975029172	44285	1	0
chr12	49293252	49298686	PRPH	5434	1	45434	1	0
chr12	49323236	49331731	TROAP	7972	0.938434373	48495	1	0
chr12	49539030	49558337	KCNH3	18846	0.97612265	59307	1	0
chr12	49568218	49644666	PRPF40B	73242	0.958062997	116448	1	0
chr12	49950741	49958881	AQP2	8140	1	48140	1	0
chr12	49961872	49965682	AQP5	3668	0.962729659	43810	1	0
chr12	50085200	50100707	SMARCD1	14761	0.951892694	55507	1	0
chr12	50103982	50111313	GPD1	7229	0.986086482	47331	1	0
chr12	50112082	50120457	COX14	7232	0.863522388	48375	1	0
chr12	50504985	50748657	DIP2B	234341	0.961706721	283672	1	0
chr12	50763710	50821162	ATF1	56052	0.975631832	97452	1	0
chr12	50979401	51028566	SLC11A2	45709	0.929706092	89165	1	0
chr12	51351247	51392867	GALNT6	40908	0.98289284	81620	1	0
chr12	51590266	51812864	SCN8A	217754	0.978238798	262598	1	0
chr12	51906908	51923361	ACVRL1	16328	0.992402601	56453	1	0
chr12	52022832	52059507	NR4A1	36186	0.986666667	76675	1	0
chr12	52249300	52309163	KRT86	58649	0.979720361	99863	1	0
chr12	52285913	52291534	KRT81	5491	0.976872443	45621	1	0
chr12	52360006	52367481	KRT85	7475	1	47475	1	0
chr12	52446651	52452146	KRT6B	5495	1	47679	1	0
chr12	52468516	52473805	KRT6C	5289	1	46739	1	0
chr12	52487176	52493257	KRT6A	5840	0.96036836	46081	1	0
chr12	52514575	52520530	KRT5	5955	1	45955	1	0
chr12	52543909	52553145	KRT71	9236	1	49236	1	0
chr12	52565782	52573843	KRT74	7945	0.985609726	48061	1	0
chr12	52644558	52652211	KRT2	7653	1	47653	1	0
chr12	52674736	52680407	KRT1	5671	1	45671	1	0
chr12	52789685	52796117	KRT3	6285	0.977145522	46432	1	0
chr12	52897187	52949954	KRT8	50173	0.950840487	92767	1	0
chr12	52948871	52952906	KRT18	4010	0.993804213	44035	1	0
chr12	53307456	53324864	AAAS	16567	0.951688879	57408	1	0
chr12	53326575	53345315	SP7	18515	0.987993597	58740	1	0
chr12	53423855	53431672	AMHR2	7788	0.996290137	47817	1	0
chr12	53938831	53946544	HOXC13	7496	0.971865681	47713	1	0
chr12	53973126	53977643	HOXC11	4313	0.954837281	44517	1	0
chr12	53991738	53991847	MIR196A2	109	1	40109	1	0
chr12	54121277	54189008	SMUG1	66050	0.975181232	132793	1	0
chr12	54575387	54588659	PPP1R1A	13160	0.991561181	53272	1	0
chr12	55684568	55716043	ITGA7	30194	0.959301033	72186	1	0
chr12	55720367	55724705	RDH5	4305	0.992392808	44338	1	0
chr12	55954105	55973317	PMEL	18569	0.966531335	60601	1	0
chr12	55997180	56006641	SUOX	9055	0.957086989	49461	1	0
chr12	56041351	56044697	RPS26	3099	0.926180514	43346	1	0
chr12	56076799	56103505	ERBB3	24925	0.933310866	66706	1	0
chr12	56449502	56469166	MIP	19312	0.982099268	59664	1	0
chr12	56712427	56731628	NACA	16669	0.868131868	59201	1	0
chr12	57010000	57028883	TAC3	18488	0.979081714	58883	1	0
chr12	57089043	57095476	NAB2	6412	0.996735582	46433	1	0
chr12	57095408	57132139	STAT6	35656	0.970733168	76731	1	0
chr12	57128483	57213361	LRP1	83176	0.97994769	124878	1	0
chr12	57243453	57251188	STAC3	7221	0.933548804	47735	1	0
chr12	57459785	57472268	GLI1	12226	0.979412	52483	1	0
chr12	57472264	57488814	ARHGAP9	15993	0.966344411	56550	1	0
chr12	57516588	57521737	DDIT3	5046	0.979996116	45149	1	0
chr12	57550044	57586633	KIF5A	34908	0.95405723	76589	1	0
chr12	57619527	57626151	SLC26A10	6624	1	46624	1	0
chr12	57623409	57633239	B4GALNT1	9830	1	49830	1	0
chr12	57747727	57756013	CDK4	7896	0.952932657	48286	1	0
chr12	57762334	57768986	CYP27B1	6652	1	46652	1	0
chr12	57782761	57808071	TSFM	24370	0.962860529	65310	1	0
chr12	58872149	58920522	LRIG3	48249	0.997436587	88373	1	0
chr12	62260338	62417431	USP15	156286	0.994862916	197093	1	0
chr12	63142759	63151201	AVPR1A	8442	1	48442	1	0
chr12	63558913	63668939	DPY19L2	0	0	222829	1	0
chr12	64452092	64502114	TBK1	48511	0.969793291	90022	1	0
chr12	64713445	64759431	GNS	43507	0.946092289	85986	1	0
chr12	65050626	65121305	WIF1	69425	0.982257813	110679	1	0
chr12	65169583	65248355	LEMD3	77187	0.979878637	118772	1	0
chr12	65278643	65491430	MSRB3	210694	0.990163873	252787	1	0
chr12	65824131	65966295	HMGA2	140960	0.991530908	182164	1	0
chr12	66189195	66254622	IRAK3	64863	0.991379706	105427	1	0
chr12	66347431	67069162	GRIP1	704108	0.975582315	761731	1	0
chr12	68154768	68159740	IFNG	4972	1	44972	1	0
chr12	68808177	68850686	MDM2	41268	0.970806182	82509	1	0
chr12	69348381	69354234	LYZ	5582	0.953698958	45853	1	0
chr12	69359710	69390870	YEATS4	29998	0.962708601	71160	1	0
chr12	70366290	70434292	KCNMB4	67195	0.988132702	108002	1	0
chr12	70515866	70637440	PTPRB	118397	0.973867768	161574	1	0
chr12	71439798	71586310	LGR5	143330	0.978281642	186512	1	0
chr12	71938845	72186618	TPH2	242777	0.979836382	287773	1	0
chr12	76344474	76348415	BBS10	3941	1	43941	1	0
chr12	76763588	76853696	ZDHHC17	89224	0.99018955	130108	1	0
chr12	80099537	80380879	OTOGL	275156	0.978012526	321342	1	0
chr12	80402178	80680273	PTPRQ	262915	0.945414337	318095	1	0
chr12	80707634	80709474	MYF6	1840	1	41840	1	0
chr12	80716912	80719671	MYF5	2759	1	42759	1	0
chr12	85280220	85301784	ALX1	21564	1	61564	1	0
chr12	85955666	86838904	MGAT4C	864670	0.978977354	909779	0.985421961	1
chr12	88049014	88142088	CEP290	91931	0.987719449	133074	1	0
chr12	88142296	88199887	TMTC3	57120	0.991821639	97591	1	0
chr12	88492793	88580851	KITLG	87579	0.994560403	128058	1	0
chr12	90963682	91005026	EPYC	41240	0.99748452	81344	1	0
chr12	91050491	91057983	KERA	7492	1	47492	1	0
chr12	91102629	91111494	LUM	8485	0.9571348	48865	1	0
chr12	91140484	91182824	DCN	41692	0.984695324	82340	1	0
chr12	92140278	92145846	BTG1	5466	0.981681034	45568	1	0
chr12	93677375	93894840	CRADD	213620	0.982318994	257465	1	0
chr12	94897055	95003748	NDUFA12	101223	0.948731407	146693	1	0
chr12	95516560	95551476	USP44	33688	0.964829877	74916	1	0
chr12	95972662	95996365	HAL	23490	0.991013796	63703	1	0
chr12	96194375	96269824	ELK3	73604	0.975546396	115449	1	0
chr12	97430884	97598415	RMST	165552	0.988187261	207531	1	0
chr12	98515512	98550379	TMPO	34023	0.97579373	74867	1	0
chr12	98593591	98606379	SLC25A3	12605	0.985689709	52788	1	0
chr12	98613405	98645113	IKBIP	29991	0.945849628	71708	1	0
chr12	98726457	99984654	ANKS1B	1242668	0.987657736	1298197	1	0
chr12	100357074	100422055	SLC17A8	63618	0.979024638	104981	1	0
chr12	100473708	100564414	NR1H4	89581	0.987597292	130706	1	0
chr12	101568353	101686028	MYBPC1	115592	0.982298704	157675	1	0
chr12	101728648	101739472	SYCP3	10580	0.977457502	50824	1	0
chr12	101745499	101830959	GNPTAB	82537	0.965796864	125460	1	0
chr12	102395874	102481744	IGF1	84255	0.9811925	125870	1	0
chr12	102836889	102958410	PAH	117976	0.970828087	161521	1	0
chr12	102957674	102960513	ASCL1	2736	0.96371962	42839	1	0
chr12	104455295	104762014	CHST11	302868	0.987444534	346719	1	0
chr12	106063340	106140033	NUAK1	76108	0.992372185	116693	1	0
chr12	106357748	106510198	POLR3B	150244	0.985529682	192450	1	0
chr12	108522214	108561400	SART3	37925	0.96782014	79186	1	0
chr12	108562582	108569384	ISCU	6802	1	46802	1	0
chr12	108778191	108857590	SSH1	77736	0.979055152	119399	1	0
chr12	108858932	108901043	DAO	40098	0.952197763	82111	1	0
chr12	109097597	109110992	UNG	12773	0.953564763	53395	1	0
chr12	109116595	109268226	ACACB	145166	0.9573636	191631	1	0
chr12	109477402	109536705	UBE3B	58978	0.99451967	99303	1	0
chr12	109553715	109573580	MMAB	19208	0.966926756	59865	1	0
chr12	109573255	109598125	MVK	24528	0.986248492	64870	1	0
chr12	109783085	109833401	TRPV4	49632	0.986405915	90316	1	0
chr12	110280756	110351093	ATP2A2	68207	0.969717219	110337	1	0
chr12	110434823	110450422	ARPC3	14594	0.935572793	55599	1	0
chr12	110614027	110649430	TCTN1	35048	0.989972601	75403	1	0
chr12	110910819	110921443	MYL2	10520	0.990210843	50624	1	0
chr12	111405923	111451623	SH2B3	44951	0.983610503	85700	1	0
chr12	111443485	111599676	ATXN2	148703	0.952058697	196191	1	0
chr12	111686053	111757107	ACAD10	66331	0.933529428	111054	1	0
chr12	111766887	111817532	ALDH2	46755	0.923190838	90645	1	0
chr12	112418351	112509918	PTPN11	90075	0.98370592	131567	1	0
chr12	112906783	112933222	OAS1	26334	0.996028594	66439	1	0
chr12	112978395	113011723	OAS2	33075	0.992408785	73328	1	0
chr12	114353911	114408442	TBX5	52651	0.965524197	94531	1	0
chr12	114670255	114684175	TBX3	13775	0.989583333	53920	1	0
chr12	115953872	116277719	MED13L	313934	0.969389866	363847	1	0
chr12	117208142	117452170	NOS1	235809	0.966319439	284028	1	0
chr12	119178931	119221131	HSPB8	41848	0.991658768	82200	1	0
chr12	120503279	120534434	COQ5	30410	0.976087305	71155	1	0
chr12	120725774	120740008	ACADS	13552	0.952086553	54234	1	0
chr12	120978543	121002512	HNF1A	22276	0.929367099	63969	1	0
chr12	121132819	121188032	P2RX7	53974	0.977559633	95213	1	0
chr12	121429096	121581023	KDM2B	143949	0.947487938	191927	1	0
chr12	121626550	121642677	ORAI1	15801	0.979785453	56127	1	0
chr12	121804180	121832584	SETD1B	27642	0.973172793	68404	1	0
chr12	121839527	121863596	HPD	21353	0.887157755	64069	1	0
chr12	122019422	122062044	BCL7A	39715	0.931795786	82622	1	0
chr12	122203681	122208952	B3GNT4	5271	1	45271	1	0
chr12	122207668	122227456	DIABLO	18981	0.959217708	59788	1	0
chr12	122271432	122422632	CLIP1	144441	0.955297619	191200	1	0
chr12	122471599	122501073	ZCCHC8	28329	0.961152202	69474	1	0
chr12	123233436	123257960	C12orf65	23420	0.954982874	64524	1	0
chr12	123620406	123633766	EIF2B1	12902	0.965718563	53360	1	0
chr12	123671113	123708399	TCTN2	35117	0.941828032	77286	1	0
chr12	123712353	123761755	ATP6V0A2	48632	0.984413586	89402	1	0
chr12	124324415	124567589	NCOR2	226464	0.931283772	283174	1	0
chr12	124776856	124882668	SCARB1	99818	0.943352361	145812	1	0
chr12	124946825	124989131	DHX37	40066	0.947052428	82306	1	0
chr12	131929200	131945896	PUS1	16110	0.964901773	56696	1	0
chr12	132196372	132329589	GALNT9	83746	0.628643491	172655	0.996755515	1
chr12	132618776	132622388	P2RX2	3098	0.857696567	43612	1	0
chr12	132623753	132687376	POLE	59796	0.939848797	103623	1	0
chr12	132710819	132722734	PGAM5	10168	0.853378095	51915	1	0
chr12	132768914	132829078	GOLGA3	46445	0.771973273	100164	1	0
chr13	19633659	19673441	MPHOSPH8	38065	0.956839777	79782	1	0
chr13	19958670	20091829	ZMYM2	129508	0.972581651	173159	1	0
chr13	20138255	20161052	GJA3	22451	0.984822564	62797	1	0
chr13	20187463	20192938	GJB2	5475	1	45475	1	0
chr13	20221962	20232365	GJB6	9931	0.954628473	50403	1	0
chr13	20567069	20691437	IFT88	122194	0.982519619	164368	1	0
chr13	20973036	21061586	LATS2	85987	0.971055901	128550	1	0
chr13	21671073	21704498	FGF9	33049	0.988750935	73425	1	0
chr13	23180952	23325165	SGCG	140818	0.976458433	184213	1	0
chr13	23328826	23433740	SACS	102617	0.978105877	144914	1	0
chr13	23979805	24307074	SPATA13	317758	0.97093828	434631	1	0
chr13	24882279	24922889	CENPJ	39932	0.983304605	128351	1	0
chr13	25371974	26025851	ATP8A2	641670	0.981331351	693877	1	0
chr13	26132115	26222314	RNF6	87767	0.973037395	130199	1	0
chr13	26557683	26688948	WASF3	129201	0.984276083	171265	1	0
chr13	26755200	26760786	GPR12	5586	1	45586	1	0
chr13	27251309	27256691	RPL21	5158	0.958379784	45382	1	0
chr13	27620742	27744237	POLR1D	120869	0.978735981	163495	1	0
chr13	27920000	27926313	PDX1	5882	0.93172818	46313	1	0
chr13	27960918	27969315	CDX2	8292	0.987495534	48397	1	0
chr13	28003274	28100592	FLT3	92744	0.952999445	137318	1	0
chr13	28300346	28495145	FLT1	191878	0.985005056	234799	1	0
chr13	28659104	28678959	POMP	19828	0.998640141	59855	1	0
chr13	30713478	30764426	ALOX5AP	49960	0.980607678	90948	1	0
chr13	31739526	31803389	RXFP2	62658	0.981131485	103863	1	0
chr13	31846713	32299125	FRY	434259	0.95987507	492412	1	0
chr13	32315086	32400266	BRCA2	83970	0.985794788	125180	1	0
chr13	33016423	33066143	KL	49308	0.991713596	89720	1	0
chr13	34942287	35673022	NBEA	721453	0.987297721	735352	0.949401131	1
chr13	36819222	36829104	RFXAP	9882	1	49882	1	0
chr13	36844831	36920765	SMAD9	74750	0.984407512	115934	1	0
chr13	36949738	37000261	ALG5	48389	0.957761811	90523	1	0
chr13	37562583	37598844	POSTN	35801	0.987314194	76261	1	0
chr13	37632063	37869802	TRPC4	234227	0.985227497	277739	1	0
chr13	38687077	38887131	FREM2	198059	0.990027693	240054	1	0
chr13	39209116	39603528	LHFPL6	385379	0.977097553	434412	1	0
chr13	39655627	39791665	COG6	134615	0.989539687	176038	1	0
chr13	40555667	40666641	FOXO1	108714	0.979634869	150974	1	0
chr13	40789412	40812460	SLC25A15	22144	0.960777508	68305	1	0
chr13	40810766	40810861	MIR621	95	1	46951	1	0
chr13	40812309	40921749	TPTE2P5	100322	0.916684942	149713	1	0
chr13	42562736	42608013	TNFSF11	42436	0.93725291	85277	1	0
chr13	45464898	45536701	COG3	68761	0.957634082	111803	1	0
chr13	46053186	46105033	CPB2	50507	0.974154724	91847	1	0
chr13	46125920	46211871	LCP1	84382	0.981745413	125951	1	0
chr13	46831550	46897076	HTR2A	64944	0.991118029	105526	1	0
chr13	47745736	48037968	SUCLA2	286969	0.981990336	332232	1	0
chr13	48037726	48047221	NUDT15	9356	0.985360716	49495	1	0
chr13	48232612	48270357	ITM2B	37575	0.995496092	77745	1	0
chr13	48303726	48599436	RB1	290009	0.980720977	335710	1	0
chr13	48389567	48444704	LPAR6	52594	0.953878521	95137	1	0
chr13	48653711	48711226	CYSLTR2	56586	0.983847692	97515	1	0
chr13	49495610	49528981	PHF11	31256	0.936621618	73371	1	0
chr13	49531946	49585558	RCBTB1	51061	0.952417369	93612	1	0
chr13	50048973	50049061	MIR16-1	88	1	40088	1	0
chr13	50909747	51024120	RNASEH2B	112697	0.985346192	154373	1	0
chr13	51930436	52012125	ATP7B	80265	0.982568032	124985	1	0
chr13	52012398	52033600	ALG11	21045	0.992595038	61202	1	0
chr13	59665583	60163928	DIAPH3	490210	0.983675967	538345	1	0
chr13	66302834	67230445	PCDH9	913989	0.985314965	967611	1	0
chr13	70107213	70149092	ATXN8OS	41211	0.984049285	81879	1	0
chr13	75283503	75482169	TBC1D4	195231	0.982709674	238666	1	0
chr13	76990660	77019143	CLN5	27997	0.982937191	68483	1	0
chr13	77895481	77975529	EDNRB	79107	0.988244553	120048	1	0
chr13	80335976	80341126	SPRY2	5150	1	45150	1	0
chr13	83877205	83882474	SLITRK1	5166	0.980451699	45269	1	0
chr13	85792790	85806683	SLITRK6	13893	1	53893	1	0
chr13	87672615	87696272	SLITRK5	23206	0.980935875	63657	1	0
chr13	91347820	91354579	MIR17HG	6722	0.994525817	46759	1	0
chr13	91398621	92873682	GPC5	1430495	0.969787012	1515061	1	0
chr13	93226807	94408020	GPC6	1164395	0.985762094	1221213	1	0
chr13	94709622	94712545	SOX21	2923	1	42923	1	0
chr13	95019835	95301475	ABCC4	271381	0.963574066	321640	1	0
chr13	95801580	96053482	UGGT2	247142	0.981103763	291902	1	0
chr13	98683801	98752672	SLC15A1	66391	0.963990649	108871	1	0
chr13	98793429	99086625	DOCK9	287249	0.97971664	333196	1	0
chr13	99200774	99386504	UBAC2	181039	0.974742906	225730	1	0
chr13	99981784	99986765	ZIC2	4981	1	44981	1	0
chr13	100089015	100530437	PCCA	431723	0.978027828	481422	1	0
chr13	101710804	102402457	FGF14	679850	0.982935085	731653	1	0
chr13	102807146	102876001	ERCC5	68280	0.991649118	108855	1	0
chr13	103043998	103066417	SLC10A2	22180	0.9893394	62419	1	0
chr13	108207439	108218368	LIG4	10117	0.92570226	50929	1	0
chr13	109752695	109786583	IRS2	31031	0.915692871	73888	1	0
chr13	110148963	110307157	COL4A1	152152	0.96180639	198194	1	0
chr13	110305812	110513209	COL4A2	195894	0.944536324	247397	1	0
chr13	110712736	110723339	ING1	10501	0.990380081	50603	1	0
chr13	111114559	111305737	ARHGEF7	188077	0.983779514	231178	1	0
chr13	113105788	113120685	F7	8502	0.570718937	54897	1	0
chr13	113122799	113149529	F10	24486	0.916049383	66730	1	0
chr13	113158648	113172386	PROZ	11148	0.81147183	53738	1	0
chr13	113667219	113737736	GRK1	0	0	60054	0.543391514	1
chr14	20311368	20333312	CCNB1IP1	21218	0.966915786	61944	1	0
chr14	20455191	20457772	APEX1	2581	1	42581	1	0
chr14	20468954	20477089	PNP	8005	0.984019668	48135	1	0
chr14	20684177	20698971	ANG	13917	0.94071921	54794	1	0
chr14	21287939	21351301	RPGRIP1	57047	0.900334585	103362	1	0
chr14	21351476	21384019	SUPT16H	32137	0.987524199	72543	1	0
chr14	21385194	21456126	CHD8	66194	0.933203632	110932	1	0
chr14	22547506	22552156	TRAC	4510	0.969892473	44650	1	0
chr14	22564907	22589224	DAD1	22967	0.944483283	64317	1	0
chr14	22773222	22829820	SLC7A7	53058	0.93745362	96598	1	0
chr14	22836560	22849027	MMP14	12086	0.96943932	52467	1	0
chr14	23117304	23119616	CEBPE	2312	1	42312	1	0
chr14	23306835	23325369	BCL2L2-PABPN1	18220	0.983058163	58534	1	0
chr14	23321289	23326185	PABPN1	4685	0.956903595	44896	1	0
chr14	23381982	23408273	MYH6	25902	0.985204062	66291	1	0
chr14	23412740	23435660	MYH7	22789	0.994284468	62920	1	0
chr14	24036453	24051028	DHRS4L1	14004	0.960823328	69233	0.563415011	1
chr14	24078662	24115010	NRL	35862	0.986629251	76348	1	0
chr14	24094053	24110598	PCK2	16434	0.993291024	56545	1	0
chr14	24205696	24208362	TSSK4	2666	1	42666	1	0
chr14	24239643	24242674	TINF2	3031	1	43031	1	0
chr14	24249114	24264432	TGM1	15185	0.991317404	55318	1	0
chr14	24265538	24271739	RABGGTA	6201	1	46201	1	0
chr14	24365673	24379604	NFATC4	13375	0.96008901	53931	1	0
chr14	24573518	24576250	CTSG	2732	1	42732	1	0
chr14	28766787	28770277	FOXG1	3281	0.940114613	43490	1	0
chr14	30874514	30895065	COCH	20126	0.979319741	60551	1	0
chr14	31025106	31130996	AP4S1	102812	0.970932099	145890	1	0
chr14	31489956	31861224	NUBPL	364441	0.981611666	411268	1	0
chr14	32076114	32159728	ARHGAP5	80354	0.961011314	123614	1	0
chr14	34709113	34714823	CFL2	5590	0.978984238	45710	1	0
chr14	34752731	34875647	BAZ1A	117546	0.956311627	163453	1	0
chr14	35278633	35317493	PSMA6	37755	0.971564591	78860	1	0
chr14	35401513	35404749	NFKBIA	3236	1	43236	1	0
chr14	35538352	35809304	RALGAPA1	266784	0.984617202	310952	1	0
chr14	36136108	36176468	PTCSC3	37617	0.93203667	80360	1	0
chr14	36516392	36521149	NKX2-1	4507	0.947445869	44757	1	0
chr14	36519278	36523016	NKX2-1-AS1	3632	0.97164259	43738	1	0
chr14	36657568	36679362	PAX9	21419	0.982793429	61794	1	0
chr14	37197913	37552361	MIPOL1	345861	0.975773597	394448	1	0
chr14	37589552	37596059	FOXA1	6507	1	46507	1	0
chr14	39031919	39109646	SEC23A	72582	0.933806785	117727	1	0
chr14	39114223	39136973	GEMIN2	21042	0.924923077	62750	1	0
chr14	41607570	41904549	LRFN5	290558	0.978378943	336979	1	0
chr14	44504149	44507283	FSCB	3134	1	43134	1	0
chr14	45135930	45200890	FANCM	61029	0.939485837	104960	1	0
chr14	49620799	49623481	MGAT2	2682	1	43481	1	0
chr14	49625174	49635230	DNAAF2	9844	0.978918059	50056	1	0
chr14	49643555	49688422	POLE2	41807	0.931798426	84867	1	0
chr14	50117130	50231578	SOS2	109168	0.953865511	154448	1	0
chr14	50237563	50312229	L2HGDH	72407	0.969745266	114666	1	0
chr14	50532509	50634017	ATL1	99935	0.984503684	141508	1	0
chr14	50719763	50831121	NIN	109338	0.981860306	151358	1	0
chr14	50857891	50944483	PYGL	85185	0.983751386	126592	1	0
chr14	52267698	52276724	PTGDR	9026	1	49026	1	0
chr14	52314305	52328598	PTGER2	14293	1	54293	1	0
chr14	53036745	53153323	DDHD1	114561	0.982698279	156578	1	0
chr14	53949736	53958761	BMP4	8722	0.966426593	49025	1	0
chr14	54842008	54902826	GCH1	58466	0.961327239	100818	1	0
chr14	55559072	55701526	KTN1	140259	0.984591517	182454	1	0
chr14	56799905	56816693	OTX2	16394	0.976530855	56788	1	0
chr14	58298504	58373887	ARID4A	73516	0.975233143	115383	1	0
chr14	58427385	58551297	KIAA0586	121888	0.983665827	163912	1	0
chr14	60509146	60512850	SIX6	3704	1	43704	1	0
chr14	60643421	60658259	SIX1	14416	0.971559509	54838	1	0
chr14	60709539	60724351	SIX4	14399	0.972117202	54812	1	0
chr14	61187559	61550976	PRKCH	355201	0.977392362	403417	1	0
chr14	61695513	61748259	HIF1A	51839	0.982804383	92746	1	0
chr14	63761899	64226433	SYNE2	445890	0.959865155	504534	1	0
chr14	64084232	64338112	ESR2	247455	0.974692768	293880	1	0
chr14	64388031	64463457	MTHFD1	73141	0.969705407	115426	1	0
chr14	64746283	64879907	SPTB	131168	0.981620068	173624	1	0
chr14	65006174	65102695	MAX	92862	0.962091151	136521	1	0
chr14	65410592	65744121	FUT8	323278	0.969265041	373529	1	0
chr14	66507407	67181803	GPHN	658398	0.976278032	714396	1	0
chr14	67701886	67734451	RDH12	32015	0.983110702	72565	1	0
chr14	67727374	67816590	ZFYVE26	87387	0.979499193	129216	1	0
chr14	67819779	68730218	RAD51B	890549	0.978153396	951215	1	0
chr14	68787660	68796253	ZFP36L1	8264	0.961713022	48593	1	0
chr14	68874143	68979440	ACTN1	103930	0.987017674	145297	1	0
chr14	69775416	69797241	SLC10A1	21264	0.974295533	61825	1	0
chr14	69854131	70032366	SMOC1	175505	0.984683143	218235	1	0
chr14	71320449	71741229	SIPA1L1	412088	0.979343125	460780	1	0
chr14	73136418	73223691	PSEN1	82235	0.942273097	127273	1	0
chr14	73644875	73703732	DNAL1	57576	0.978235384	98857	1	0
chr14	73949926	73963670	COQ6	13082	0.951833527	53744	1	0
chr14	74056847	74084492	ALDH6A1	26632	0.963356846	67645	1	0
chr14	74239449	74262738	VSX2	22404	0.961999227	63289	1	0
chr14	74285269	74303055	ABCD4	17363	0.97621725	57786	1	0
chr14	74476192	74494177	NPC2	17585	0.977759244	57985	1	0
chr14	74480133	74480204	MIR4709	71	1	40071	1	0
chr14	74498183	74612378	LTBP2	112458	0.984789176	154195	1	0
chr14	74653437	74713108	AREL1	57329	0.960751454	99671	1	0
chr14	74903951	74923302	RPS6KL1	19031	0.983463387	59351	1	0
chr14	75002921	75012366	EIF2B2	9221	0.976283748	49445	1	0
